correct	incorrect	model_choice
B:Won't the girl the friend might call describe the picture?	A:Might the girl the friend call won't describe the picture?	B
A:Won't the president the man didn't believe in try the method?	B:Didn't the president the man believe in won't try the method?	A
A:Can't the doctor the friend shouldn't trust wait?	B:Shouldn't the doctor the friend trust can't wait?	A
A:Mustn't the boy the doctor couldn't help wait?	B:Couldn't the boy the doctor help mustn't wait?	A
B:Mustn't the mother the player should hit sit?	A:Should the mother the player hit mustn't sit?	B
A:Couldn't the daughter the student might understand travel?	B:Might the daughter the student understand couldn't travel?	A
A:Can the brother the student will ask sit?	B:Will the brother the student ask can sit?	A
A:Didn't the brother the child could ask travel?	B:Could the brother the child ask didn't travel?	A
A:Doesn't the doctor the player could join write the letter?	B:Could the doctor the player join doesn't write the letter?	A
A:Could the doctor the president did lead love the music?	B:Did the doctor the president lead could love the music?	A
B:Should the wife the man did hit rest?	A:Did the wife the man hit should rest?	B
A:May the professor the council might support show the support to the man?	B:Might the professor the council support may show the support to the man?	A
B:May the professor the professor can't teach put the name on the book?	A:Can't the professor the professor teach may put the name on the book?	B
A:Can't the wife the mother mustn't tell the story to sell the goods?	B:Mustn't the wife the mother tell the story to can't sell the goods?	A
A:Can't the professor the woman won't love stand?	B:Won't the professor the woman love can't stand?	A
A:Didn't the prince the president doesn't invite live with the family?	B:Doesn't the prince the president invite didn't live with the family?	A
B:Couldn't the professor the soldier may attack travel?	A:May the professor the soldier attack couldn't travel?	B
B:Might the king the teacher could tell the story to open the account?	A:Could the king the teacher tell the story to might open the account?	B
B:Mustn't the mother the father did tell the story to swim?	A:Did the mother the father tell the story to mustn't swim?	B
A:Does the girl the doctor will help earn the money?	B:Will the girl the doctor help does earn the money?	A
B:Shouldn't the princess the leader can meet feed the birds?	A:Can the princess the leader meet shouldn't feed the birds?	B
A:Can't the mother the soldier mustn't attack lie down?	B:Mustn't the mother the soldier attack can't lie down?	A
A:Mustn't the mother the teacher didn't understand fight for the title?	B:Didn't the mother the teacher understand mustn't fight for the title?	B
A:Can't the princess the player doesn't hit work?	B:Doesn't the princess the player hit can't work?	A
B:Will the father the student shouldn't ask swim?	A:Shouldn't the father the student ask will swim?	B
B:Can't the wife the player couldn't hit run?	A:Couldn't the wife the player hit can't run?	B
A:Shouldn't the president the student could see send the news?	B:Could the president the student see shouldn't send the news?	A
A:Must the wife the student did join travel?	B:Did the wife the student join must travel?	A
B:Can't the lady the player mustn't trust perform the song?	A:Mustn't the lady the player trust can't perform the song?	B
A:Can't the brother the teacher should teach make the money?	B:Should the brother the teacher teach can't make the money?	A
A:Might the player the government won't support support the family?	B:Won't the player the government support might support the family?	A
A:Can the king the student does believe in work?	B:Does the king the student believe in can work?	B
B:Can the boy the president couldn't meet lie down?	A:Couldn't the boy the president meet can lie down?	B
B:Can the brother the teacher doesn't tell the story to work?	A:Doesn't the brother the teacher tell the story to can work?	B
B:Can the king the player might hit read the paper?	A:Might the king the player hit can read the paper?	B
A:Did the professor the woman should see manage the project?	B:Should the professor the woman see did manage the project?	A
A:Can the father the teacher may ask move?	B:May the father the teacher ask can move?	A
B:Does the president the teacher shouldn't teach keep the record?	A:Shouldn't the president the teacher teach does keep the record?	B
A:Could the brother the police does find play with the team?	B:Does the brother the police find could play with the team?	A
A:Could the girl the teacher would understand add the number?	B:Would the girl the teacher understand could add the number?	A
A:Shouldn't the princess the minister would serve send the letter?	B:Would the princess the minister serve shouldn't send the letter?	A
B:Mustn't the daughter the government does support watch the television?	A:Does the daughter the government support mustn't watch the television?	B
A:Shouldn't the lady the boy will hit wait?	B:Will the lady the boy hit shouldn't wait?	A
B:Must the man the friend would support rest?	A:Would the man the friend support must rest?	B
A:Couldn't the doctor the teacher must meet move?	B:Must the doctor the teacher meet couldn't move?	A
B:Could the wife the student couldn't find arrive?	A:Couldn't the wife the student find could arrive?	B
B:Won't the doctor the student mustn't ask move?	A:Mustn't the doctor the student ask won't move?	B
A:Must the wife the man couldn't love marry the woman?	B:Couldn't the wife the man love must marry the woman?	A
A:Might the president the parent will love study the language?	B:Will the president the parent love might study the language?	A
B:Will the woman the student shouldn't join wait?	A:Shouldn't the woman the student join will wait?	B
A:Should the brother the teacher didn't understand lead the group?	B:Didn't the brother the teacher understand should lead the group?	A
A:Will the king the man did marry talk?	B:Did the king the man marry will talk?	A
A:Did the doctor the woman might see wait?	B:Might the doctor the woman see did wait?	A
A:Didn't the professor the council shouldn't support work?	B:Shouldn't the professor the council support didn't work?	A
A:Would the father the teacher can invite travel?	B:Can the father the teacher invite would travel?	A
A:Will the president the woman should love play with the team?	B:Should the president the woman love will play with the team?	A
B:Will the mother the worker might serve leave?	A:Might the mother the worker serve will leave?	B
A:May the king the woman can marry work?	B:Can the king the woman marry may work?	B
A:Couldn't the doctor the teacher must understand allow the access?	B:Must the doctor the teacher understand couldn't allow the access?	A
B:Will the president the teacher can invite try the method?	A:Can the president the teacher invite will try the method?	B
B:May the king the student might join lie down?	A:Might the king the student join may lie down?	B
A:Can the doctor the soldier doesn't kill start the program?	B:Doesn't the doctor the soldier kill can start the program?	A
A:Didn't the doctor the teacher must ask earn the money?	B:Must the doctor the teacher ask didn't earn the money?	A
B:Could the daughter the teacher does tell the story to protect the people?	A:Does the daughter the teacher tell the story to could protect the people?	B
B:Must the doctor the player does trust leave?	A:Does the doctor the player trust must leave?	B
A:Will the president the worker may serve talk?	B:May the president the worker serve will talk?	A
B:Does the player the mother might tell the story to lie down?	A:Might the player the mother tell the story to does lie down?	B
A:Did the princess the student might watch fight for the title?	B:Might the princess the student watch did fight for the title?	A
A:Would the doctor the council might support stay?	B:Might the doctor the council support would stay?	A
A:Might the professor the teacher must meet close the eyes?	B:Must the professor the teacher meet might close the eyes?	A
A:Mustn't the wife the student will call draw the line?	B:Will the wife the student call mustn't draw the line?	A
A:Does the king the teacher will understand stand?	B:Will the king the teacher understand does stand?	A
A:Couldn't the professor the player did follow lie down?	B:Did the professor the player follow couldn't lie down?	A
A:Might the girl the team should attack follow the plan?	B:Should the girl the team attack might follow the plan?	A
B:Should the professor the student mustn't understand attack the city?	A:Mustn't the professor the student understand should attack the city?	B
B:Can't the boy the student did understand fight for the cup?	A:Did the boy the student understand can't fight for the cup?	B
B:Can't the princess the government did support explain the process?	A:Did the princess the government support can't explain the process?	B
A:Mustn't the professor the leader couldn't meet give the speech?	B:Couldn't the professor the leader meet mustn't give the speech?	A
A:Must the father the parent can support sit?	B:Can the father the parent support must sit?	B
B:Should the girl the army mustn't kill sit?	A:Mustn't the girl the army kill should sit?	B
B:Could the president the teacher should call call the friend?	A:Should the president the teacher call could call the friend?	B
B:Shouldn't the professor the student did see walk?	A:Did the professor the student see shouldn't walk?	B
B:Will the player the teacher won't understand meet the team?	A:Won't the player the teacher understand will meet the team?	B
B:Doesn't the man the parent must help throw the stone?	A:Must the man the parent help doesn't throw the stone?	B
A:Mustn't the brother the teacher can help show the interest in the man?	B:Can the brother the teacher help mustn't show the interest in the man?	A
B:Won't the doctor the parent should help stop the car?	A:Should the doctor the parent help won't stop the car?	B
A:Could the doctor the coach couldn't teach build the team?	B:Couldn't the doctor the coach teach could build the team?	A
A:Can't the lady the president would invite cut the cost?	B:Would the lady the president invite can't cut the cost?	A
B:Must the president the police may find teach the class?	A:May the president the police find must teach the class?	B
B:Doesn't the prince the student did believe in study the language?	A:Did the prince the student believe in doesn't study the language?	B
A:Did the professor the doctor could save carry the child?	B:Could the professor the doctor save did carry the child?	A
B:Doesn't the prince the child might ask hold the line?	A:Might the prince the child ask doesn't hold the line?	B
A:Can the boy the president couldn't meet lead the group?	B:Couldn't the boy the president meet can lead the group?	A
A:Mustn't the brother the police couldn't call travel?	B:Couldn't the brother the police call mustn't travel?	A
B:Will the man the team should reach out to arrive?	A:Should the man the team reach out to will arrive?	B
B:Will the boy the man won't hit choose the team?	A:Won't the boy the man hit will choose the team?	B
A:Shouldn't the man the captain can't lead walk?	B:Can't the man the captain lead shouldn't walk?	A
B:Doesn't the brother the soldier should kill create the project?	A:Should the brother the soldier kill doesn't create the project?	B
A:Should the boy the doctor mustn't help sit?	B:Mustn't the boy the doctor help should sit?	A
B:Doesn't the princess the student may like trust the assistant?	A:May the princess the student like doesn't trust the assistant?	B
A:May the king the student can believe in wait?	B:Can the king the student believe in may wait?	B
B:Shouldn't the boy the police can call control the population?	A:Can the boy the police call shouldn't control the population?	B
A:Will the doctor the player would follow rest?	B:Would the doctor the player follow will rest?	A
A:Might the woman the man can believe in walk?	B:Can the woman the man believe in might walk?	A
B:Could the king the police mustn't find give him the letter?	A:Mustn't the king the police find could give him the letter?	B
A:Can't the professor the student may trust sell the car?	B:May the professor the student trust can't sell the car?	A
A:Couldn't the doctor the player should trust catch the fish?	B:Should the doctor the player trust couldn't catch the fish?	A
B:Would the doctor the friend did support walk?	A:Did the doctor the friend support would walk?	B
B:Should the king the president must lead watch the television?	A:Must the king the president lead should watch the television?	A
B:Does the player the teacher will teach wait?	A:Will the player the teacher teach does wait?	B
B:Didn't the brother the friend would help trust the assistant?	A:Would the brother the friend help didn't trust the assistant?	B
A:Couldn't the boy the police shouldn't find start the project?	B:Shouldn't the boy the police find couldn't start the project?	A
B:Couldn't the president the boy can hit run?	A:Can the president the boy hit couldn't run?	B
A:Could the father the coach must teach stand?	B:Must the father the coach teach could stand?	A
A:May the man the parent shouldn't help feed the children?	B:Shouldn't the man the parent help may feed the children?	A
A:Should the doctor the man might find ask the question?	B:Might the doctor the man find should ask the question?	A
B:Didn't the brother the teacher might believe in close the eyes?	A:Might the brother the teacher believe in didn't close the eyes?	B
A:Didn't the king the child can follow teach the children?	B:Can the king the child follow didn't teach the children?	A
B:Doesn't the wife the child shouldn't watch walk?	A:Shouldn't the wife the child watch doesn't walk?	B
A:Won't the mother the teacher couldn't invite travel?	B:Couldn't the mother the teacher invite won't travel?	A
B:Doesn't the doctor the president does meet rest?	A:Does the doctor the president meet doesn't rest?	B
B:Doesn't the king the friend shouldn't trust walk?	A:Shouldn't the king the friend trust doesn't walk?	B
B:Mustn't the king the player would hit run?	A:Would the king the player hit mustn't run?	B
A:Doesn't the father the child mustn't see attack the city?	B:Mustn't the father the child see doesn't attack the city?	A
B:Shouldn't the woman the soldier should kill stay?	A:Should the woman the soldier kill shouldn't stay?	B
A:May the princess the leader shouldn't lead wait?	B:Shouldn't the princess the leader lead may wait?	A
B:Must the father the teacher can ask live with the family?	A:Can the father the teacher ask must live with the family?	B
B:May the wife the group won't reach out to swim?	A:Won't the wife the group reach out to may swim?	B
B:Did the lady the parent shouldn't support catch the train?	A:Shouldn't the lady the parent support did catch the train?	B
B:Shouldn't the man the soldier can't kill stand?	A:Can't the man the soldier kill shouldn't stand?	B
B:Must the doctor the soldier can't attack arrive?	A:Can't the doctor the soldier attack must arrive?	B
A:Won't the girl the team didn't follow design the model?	B:Didn't the girl the team follow won't design the model?	A
B:Shouldn't the president the student doesn't see sit?	A:Doesn't the president the student see shouldn't sit?	B
A:Can the mother the teacher could invite leave?	B:Could the mother the teacher invite can leave?	A
B:Did the mother the student should join stand?	A:Should the mother the student join did stand?	B
B:Can't the professor the doctor didn't save save the energy?	A:Didn't the professor the doctor save can't save the energy?	B
A:Might the brother the minister doesn't serve report the news?	B:Doesn't the brother the minister serve might report the news?	A
B:Couldn't the doctor the doctor won't understand lie down?	A:Won't the doctor the doctor understand couldn't lie down?	B
A:Will the brother the teacher mustn't help travel?	B:Mustn't the brother the teacher help will travel?	A
B:Will the doctor the woman does see build the stadium?	A:Does the doctor the woman see will build the stadium?	B
B:Should the man the boy does hit prove the theory?	A:Does the man the boy hit should prove the theory?	B
A:Did the king the student mustn't follow add the information?	B:Mustn't the king the student follow did add the information?	A
B:Can't the professor the captain might lead manage the team?	A:Might the professor the captain lead can't manage the team?	B
B:Didn't the professor the player must reach out to wait?	A:Must the professor the player reach out to didn't wait?	B
A:Will the king the officer shouldn't serve allow the access?	B:Shouldn't the king the officer serve will allow the access?	A
B:Didn't the professor the government should support save the money?	A:Should the professor the government support didn't save the money?	B
B:Should the girl the friend might call talk?	A:Might the girl the friend call should talk?	B
A:Did the prince the boy could hit create the model?	B:Could the prince the boy hit did create the model?	A
B:Did the girl the teacher must call tell the story?	A:Must the girl the teacher call did tell the story?	B
B:Doesn't the doctor the woman will marry run?	A:Will the doctor the woman marry doesn't run?	B
A:Can't the brother the man shouldn't watch arrive?	B:Shouldn't the brother the man watch can't arrive?	A
B:Does the professor the teacher mustn't ask carry the water?	A:Mustn't the professor the teacher ask does carry the water?	B
A:Couldn't the player the parent will help learn the language?	B:Will the player the parent help couldn't learn the language?	A
A:Should the man the student shouldn't call meet the people?	B:Shouldn't the man the student call should meet the people?	A
B:Could the lady the player does trust stay?	A:Does the lady the player trust could stay?	B
B:Won't the boy the student will ask lie down?	A:Will the boy the student ask won't lie down?	B
A:Will the girl the leader would lead lie down?	B:Would the girl the leader lead will lie down?	A
A:Didn't the player the teacher can't understand tell the news?	B:Can't the player the teacher understand didn't tell the news?	A
A:Will the brother the child can't love lie down?	B:Can't the brother the child love will lie down?	A
B:Should the mother the captain didn't lead create the program?	A:Didn't the mother the captain lead should create the program?	B
A:Did the mother the child can see talk?	B:Can the mother the child see did talk?	A
A:Could the doctor the student must meet rest?	B:Must the doctor the student meet could rest?	A
A:Should the girl the student doesn't call move to the house?	B:Doesn't the girl the student call should move to the house?	A
A:Doesn't the player the leader does invite help the team?	B:Does the player the leader invite doesn't help the team?	A
A:Can't the princess the child will see eat the food?	B:Will the princess the child see can't eat the food?	A
A:Can the doctor the doctor can't save arrive?	B:Can't the doctor the doctor save can arrive?	A
B:Would the prince the student can't believe in sit?	A:Can't the prince the student believe in would sit?	B
B:Can the king the child may see study the science?	A:May the king the child see can study the science?	B
B:Should the player the parent may love send the news?	A:May the player the parent love should send the news?	B
B:Did the girl the teacher must call lie down?	A:Must the girl the teacher call did lie down?	B
A:Can the player the friend may call paint the wall?	B:May the player the friend call can paint the wall?	A
A:Would the woman the other woman may marry sit?	B:May the woman the other woman marry would sit?	A
A:Didn't the doctor the teacher must ask arrive?	B:Must the doctor the teacher ask didn't arrive?	A
A:Shouldn't the mother the army must kill produce the music?	B:Must the mother the army kill shouldn't produce the music?	A
B:Can't the professor the student did see marry the man?	A:Did the professor the student see can't marry the man?	B
A:Does the father the teacher doesn't tell the story to control the traffic?	B:Doesn't the father the teacher tell the story to does control the traffic?	A
A:Won't the father the teacher shouldn't call create the program?	B:Shouldn't the father the teacher call won't create the program?	A
B:Does the brother the soldier doesn't save leave?	A:Doesn't the brother the soldier save does leave?	B
B:Can the professor the friend couldn't trust show the evidence to the man?	A:Couldn't the professor the friend trust can show the evidence to the man?	B
B:Did the man the player shouldn't join talk?	A:Shouldn't the man the player join did talk?	B
B:Mustn't the professor the police didn't call travel?	A:Didn't the professor the police call mustn't travel?	B
A:Could the lady the player would trust feed the children?	B:Would the lady the player trust could feed the children?	A
A:Did the president the friend must trust produce the goods?	B:Must the president the friend trust did produce the goods?	A
B:Didn't the boy the mother won't tell the story to earn the money?	A:Won't the boy the mother tell the story to didn't earn the money?	B
A:Mustn't the daughter the coach could teach trust the friend?	B:Could the daughter the coach teach mustn't trust the friend?	A
B:Mustn't the man the team may reach out to stand?	A:May the man the team reach out to mustn't stand?	B
A:Doesn't the president the man must find stay?	B:Must the president the man find doesn't stay?	A
A:Must the boy the minister did serve move?	B:Did the boy the minister serve must move?	A
B:Should the wife the student does see study the language?	A:Does the wife the student see should study the language?	B
A:Couldn't the professor the doctor won't help read the paper?	B:Won't the professor the doctor help couldn't read the paper?	A
B:Couldn't the father the mother mustn't tell the story to open the door?	A:Mustn't the father the mother tell the story to couldn't open the door?	B
A:Can the prince the student didn't understand read the story?	B:Didn't the prince the student understand can read the story?	A
A:Does the professor the player will hit throw the ball?	B:Will the professor the player hit does throw the ball?	A
B:Could the brother the teacher would understand sit?	A:Would the brother the teacher understand could sit?	B
A:Must the man the soldier can't attack move?	B:Can't the man the soldier attack must move?	A
B:Should the prince the boy would hit swim?	A:Would the prince the boy hit should swim?	B
A:Might the president the captain won't lead follow the road?	B:Won't the president the captain lead might follow the road?	A
B:Would the man the team should reach out to control the system?	A:Should the man the team reach out to would control the system?	B
B:Will the doctor the man doesn't believe in describe the process?	A:Doesn't the doctor the man believe in will describe the process?	B
A:Can the wife the player did follow sit?	B:Did the wife the player follow can sit?	A
B:Shouldn't the boy the captain can lead invite the guest?	A:Can the boy the captain lead shouldn't invite the guest?	B
B:Won't the man the man should see make the book?	A:Should the man the man see won't make the book?	B
B:May the doctor the team didn't follow arrive?	A:Didn't the doctor the team follow may arrive?	B
A:Couldn't the player the government should support see the film?	B:Should the player the government support couldn't see the film?	A
B:Might the player the other player does reach out to sit?	A:Does the player the other player reach out to might sit?	B
B:Would the wife the member will join arrive?	A:Will the wife the member join would arrive?	B
A:Must the boy the soldier couldn't kill talk?	B:Couldn't the boy the soldier kill must talk?	A
B:Can't the player the teacher does teach wait?	A:Does the player the teacher teach can't wait?	B
B:Can't the mother the friend won't trust stay?	A:Won't the mother the friend trust can't stay?	B
B:Mustn't the father the friend should tell the story to arrive?	A:Should the father the friend tell the story to mustn't arrive?	B
B:Did the prince the boy could hit run?	A:Could the prince the boy hit did run?	B
A:Will the president the leader did invite lie down?	B:Did the president the leader invite will lie down?	A
A:Won't the president the man didn't believe in sit?	B:Didn't the president the man believe in won't sit?	A
A:Does the professor the teacher mustn't ask rest?	B:Mustn't the professor the teacher ask does rest?	A
A:Would the woman the teacher does ask live with the parents?	B:Does the woman the teacher ask would live with the parents?	A
A:Did the king the doctor doesn't understand travel?	B:Doesn't the king the doctor understand did travel?	A
B:Might the princess the president will lead add the numbers?	A:Will the princess the president lead might add the numbers?	B
A:Will the professor the teacher won't understand prove the theory?	B:Won't the professor the teacher understand will prove the theory?	A
A:Won't the president the leader can't invite build the model?	B:Can't the president the leader invite won't build the model?	A
B:Might the father the leader must meet work?	A:Must the father the leader meet might work?	B
B:Might the player the actor would marry save the energy?	A:Would the player the actor marry might save the energy?	B
B:Didn't the player the boy may hit arrive?	A:May the player the boy hit didn't arrive?	B
B:Does the lady the woman could love close the door?	A:Could the lady the woman love does close the door?	B
A:Might the mother the doctor could save move?	B:Could the mother the doctor save might move?	A
A:Didn't the player the minister would lead travel?	B:Would the player the minister lead didn't travel?	A
B:Can the student the professor doesn't teach stay?	A:Doesn't the student the professor teach can stay?	B
A:Should the player the soldier may kill face the risk?	B:May the player the soldier kill should face the risk?	A
A:Might the man the child will see choose the leader?	B:Will the man the child see might choose the leader?	A
A:Didn't the man the coach mustn't teach stop the car?	B:Mustn't the man the coach teach didn't stop the car?	A
A:Can't the doctor the teacher would teach marry the man?	B:Would the doctor the teacher teach can't marry the man?	A
B:Did the player the minister can't lead sit?	A:Can't the player the minister lead did sit?	A
A:Would the princess the child can't follow fight for the title?	B:Can't the princess the child follow would fight for the title?	A
A:Didn't the princess the woman may marry lie down?	B:May the princess the woman marry didn't lie down?	A
B:Can't the player the father may tell the story to explain the process?	A:May the player the father tell the story to can't explain the process?	B
B:Should the woman the worker couldn't serve move?	A:Couldn't the woman the worker serve should move?	B
A:Shouldn't the player the friend could call wait?	B:Could the player the friend call shouldn't wait?	A
B:Couldn't the daughter the doctor will understand stand?	A:Will the daughter the doctor understand couldn't stand?	A
B:Did the daughter the teacher didn't understand show the result to the man?	A:Didn't the daughter the teacher understand did show the result to the man?	B
B:Does the wife the doctor should understand stand?	A:Should the wife the doctor understand does stand?	B
B:Might the brother the minister doesn't serve stay?	A:Doesn't the brother the minister serve might stay?	B
B:Should the princess the teacher would ask throw the party?	A:Would the princess the teacher ask should throw the party?	B
B:Would the daughter the student could meet wait?	A:Could the daughter the student meet would wait?	B
A:Should the president the player would join move?	B:Would the president the player join should move?	B
A:Won't the wife the teacher did call stay?	B:Did the wife the teacher call won't stay?	A
B:Would the daughter the soldier will save wait?	A:Will the daughter the soldier save would wait?	B
A:Won't the girl the doctor will help talk?	B:Will the girl the doctor help won't talk?	A
A:Must the professor the teacher can ask stay?	B:Can the professor the teacher ask must stay?	B
A:Does the doctor the teacher must meet meet the committee?	B:Must the doctor the teacher meet does meet the committee?	A
A:Would the professor the teacher did meet leave?	B:Did the professor the teacher meet would leave?	A
A:Doesn't the girl the team will reach out to earn the money?	B:Will the girl the team reach out to doesn't earn the money?	A
B:May the president the team doesn't attack sit?	A:Doesn't the president the team attack may sit?	B
A:Must the man the player couldn't trust leave?	B:Couldn't the man the player trust must leave?	A
B:Mustn't the king the president would meet leave?	A:Would the king the president meet mustn't leave?	B
B:Didn't the mother the woman will watch support the team?	A:Will the mother the woman watch didn't support the team?	B
A:Would the doctor the player may trust join the team?	B:May the doctor the player trust would join the team?	A
B:Could the father the soldier would kill control the system?	A:Would the father the soldier kill could control the system?	B
A:May the wife the group won't reach out to end the war?	B:Won't the wife the group reach out to may end the war?	B
A:Could the daughter the teacher does tell the story to leave?	B:Does the daughter the teacher tell the story to could leave?	A
B:Should the prince the teacher must help travel?	A:Must the prince the teacher help should travel?	B
A:Can the prince the student didn't understand work?	B:Didn't the prince the student understand can work?	A
B:Didn't the professor the army couldn't kill carry the child?	A:Couldn't the professor the army kill didn't carry the child?	B
A:Must the mother the army could attack stop the program?	B:Could the mother the army attack must stop the program?	A
A:Can the mother the teacher could invite draw the picture?	B:Could the mother the teacher invite can draw the picture?	A
B:Mustn't the doctor the child shouldn't follow create the art?	A:Shouldn't the doctor the child follow mustn't create the art?	B
B:Won't the lady the police could find share the information?	A:Could the lady the police find won't share the information?	B
B:Would the professor the teacher did meet lose the game?	A:Did the professor the teacher meet would lose the game?	B
B:Shouldn't the father the officer didn't serve leave?	A:Didn't the father the officer serve shouldn't leave?	B
B:Won't the boy the mother does tell the story to lie down?	A:Does the boy the mother tell the story to won't lie down?	B
A:Did the girl the teacher would teach walk?	B:Would the girl the teacher teach did walk?	A
B:Must the princess the teacher didn't save cut the line?	A:Didn't the princess the teacher save must cut the line?	B
B:Can the princess the minister does lead save the money?	A:Does the princess the minister lead can save the money?	B
A:Couldn't the princess the friend should help wait?	B:Should the princess the friend help couldn't wait?	A
B:Did the player the team would follow eat the food?	A:Would the player the team follow did eat the food?	B
B:Didn't the boy the friend can help explain the reason?	A:Can the boy the friend help didn't explain the reason?	B
A:Must the doctor the leader should meet catch the train?	B:Should the doctor the leader meet must catch the train?	A
A:Does the brother the president should invite love the music?	B:Should the brother the president invite does love the music?	A
B:Would the brother the friend should tell the story to wait?	A:Should the brother the friend tell the story to would wait?	B
A:Shouldn't the professor the student mustn't call give the speech?	B:Mustn't the professor the student call shouldn't give the speech?	A
A:Would the president the man did believe in stay?	B:Did the president the man believe in would stay?	B
B:Would the princess the child shouldn't follow believe the truth?	A:Shouldn't the princess the child follow would believe the truth?	B
B:Would the doctor the child should watch lie down?	A:Should the doctor the child watch would lie down?	B
A:Could the president the other president shouldn't meet travel?	B:Shouldn't the president the other president meet could travel?	A
A:Must the man the soldier couldn't attack earn the money?	B:Couldn't the man the soldier attack must earn the money?	A
A:Does the professor the man must see talk?	B:Must the professor the man see does talk?	A
B:Couldn't the boy the player may hit stay?	A:May the boy the player hit couldn't stay?	B
A:Didn't the prince the student would follow sit?	B:Would the prince the student follow didn't sit?	A
B:Will the brother the doctor won't help arrive?	A:Won't the brother the doctor help will arrive?	B
A:May the doctor the teacher can understand run?	B:Can the doctor the teacher understand may run?	B
B:Didn't the princess the coach does teach keep the record?	A:Does the princess the coach teach didn't keep the record?	B
A:Would the president the man mustn't see add the information?	B:Mustn't the president the man see would add the information?	A
A:Did the girl the actor should marry lie down?	B:Should the girl the actor marry did lie down?	A
B:Must the daughter the student can call work?	A:Can the daughter the student call must work?	B
A:May the player the father can tell the story to fix the problem?	B:Can the player the father tell the story to may fix the problem?	A
A:Should the girl the child can't follow help the team?	B:Can't the girl the child follow should help the team?	A
B:Does the princess the woman must watch lead the group?	A:Must the princess the woman watch does lead the group?	B
A:Could the player the friend will call give the speech?	B:Will the player the friend call could give the speech?	A
A:Shouldn't the mother the doctor could save understand the story?	B:Could the mother the doctor save shouldn't understand the story?	A
A:May the lady the soldier doesn't save sit?	B:Doesn't the lady the soldier save may sit?	A
A:Didn't the wife the teacher does tell the story to sit?	B:Does the wife the teacher tell the story to didn't sit?	A
A:Did the doctor the child could watch talk?	B:Could the doctor the child watch did talk?	A
A:May the professor the student didn't understand explain the reason?	B:Didn't the professor the student understand may explain the reason?	A
A:Might the mother the teacher would call lie down?	B:Would the mother the teacher call might lie down?	A
A:Doesn't the mother the woman may marry call the friend?	B:May the mother the woman marry doesn't call the friend?	A
A:Couldn't the lady the member must join talk?	B:Must the lady the member join couldn't talk?	A
B:Couldn't the president the man mustn't marry wait?	A:Mustn't the president the man marry couldn't wait?	B
B:May the girl the president would invite face the war?	A:Would the girl the president invite may face the war?	B
A:Should the princess the teacher would ask travel?	B:Would the princess the teacher ask should travel?	A
A:Can the brother the student would ask report the crime?	B:Would the brother the student ask can report the crime?	A
A:Would the princess the professor can't teach stay?	B:Can't the princess the professor teach would stay?	A
B:Would the brother the police did call rest?	A:Did the brother the police call would rest?	B
B:Can the player the man does hit learn the language?	A:Does the player the man hit can learn the language?	B
