correct	incorrect	model_choice
B:Alice sees that the king hit himself.	A:Alice sees that the king hit herself.	B
A:Jerry sees that the princess hit herself.	B:Jerry sees that the princess hit himself.	A
A:Alice sees herself hitting that record.	B:Alice sees herself hit that record.	A
B:Jerry sees himself hitting that record.	A:Jerry sees himself hit that record.	B
A:Catherine believes that the boy is fighting for himself.	B:Catherine believes that the boy is fighting for herself.	A
B:Dennis believes that the female president is fighting for herself.	A:Dennis believes that the female president is fighting for himself.	B
B:Catherine imagines herself fighting the fire.	A:Catherine imagines herself fought the fire.	B
A:Dennis imagines himself fighting the fire.	B:Dennis imagines himself fought the fire.	A
A:Alice feels that the father is protecting himself.	B:Alice feels that the father is protecting herself.	A
A:The man feels that the girl is protecting herself.	B:The man feels that the girl is protecting himself.	A
A:Alice imagines herself opening an account.	B:Alice imagines herself opened an account.	A
A:The man pictures himself opening an account.	B:The man pictures himself opened an account.	A
A:Alice reports that the boy helps himself to food.	B:Alice reports that the boy helps herself to food.	A
B:The king reports that the woman helps herself to food.	A:The king reports that the woman helps himself to food.	B
A:Alice finds herself helping a family.	B:Alice finds herself helped a family.	A
B:The king finds himself helping a family.	A:The king finds himself helped a family.	B
B:Ruth thinks that the male doctor helps himself to food.	A:Ruth thinks that the male doctor helps herself to food.	B
B:Martin thinks that the woman helps herself to food.	A:Martin thinks that the woman helps himself to food.	B
B:Ruth finds herself fixing that car.	A:Ruth finds herself fixed that car.	B
B:Martin finds himself fixing that car.	A:Martin finds himself fixed that car.	B
B:Anna believes that the brother was defending himself.	A:Anna believes that the brother was defending herself.	B
B:Jack believes that the mother was defending herself.	A:Jack believes that the mother was defending himself.	B
A:Alice sees herself stopping this car.	B:Alice sees herself stopped this car.	A
B:The father sees himself stopping this car.	A:The father sees himself stopped this car.	B
B:Sarah believes that the prince is drawing a picture of himself.	A:Sarah believes that the prince is drawing a picture of herself.	B
A:Oliver believes that the girl is drawing a picture of herself.	B:Oliver believes that the girl is drawing a picture of himself.	A
A:Sarah imagines herself drawing a line.	B:Sarah imagines herself drew a line.	A
A:Oliver imagines himself drawing a line.	B:Oliver imagines himself drew a line.	A
B:Kelly feels that the brother trusts himself.	A:Kelly feels that the brother trusts herself.	B
A:The boy feels that the daughter trusts herself.	B:The boy feels that the daughter trusts himself.	A
A:Kelly imagines herself trusting the assistant.	B:Kelly imagines herself trusted the assistant.	A
A:The boy pictures himself trusting the assistant.	B:The boy pictures himself trusted the assistant.	A
A:Helen pictures herself performing a song.	B:Helen pictures herself performed a song.	A
A:John pictures himself performing a song.	B:John pictures himself performed a song.	A
B:The lady knows that the male player is dressing himself.	A:The lady knows that the male player is dressing herself.	B
B:The male player knows that the female professor is dressing herself.	A:The male player knows that the female professor is dressing himself.	B
A:The lady finds herself fighting in that war.	B:The lady finds herself fought in that war.	A
B:The male player finds himself fighting in that war.	A:The male player finds himself fought in that war.	B
A:Mary pictures herself giving that speech.	B:Mary pictures herself gave that speech.	A
A:Alexander pictures himself giving that speech.	B:Alexander pictures himself gave that speech.	A
A:Sarah finds herself asking that question.	B:Sarah finds herself asked that question.	A
A:The prince finds himself asking that question.	B:The prince finds himself asked that question.	A
A:Catherine imagines herself performing this music.	B:Catherine imagines herself performed this music.	A
A:Dennis pictures himself performing this music.	B:Dennis pictures himself performed this music.	A
B:The wife explains that the male president is attacking himself.	A:The wife explains that the male president is attacking herself.	B
A:Lawrence explains that the princess is attacking herself.	B:Lawrence explains that the princess is attacking himself.	A
B:The mother learns that the father asked himself a question.	A:The mother learns that the father asked herself a question.	B
B:Ryan learns that the female player asked herself a question.	A:Ryan learns that the female player asked himself a question.	B
A:The mother imagines herself asking some questions.	B:The mother imagines herself asked some questions.	A
B:Ryan imagines himself asking some questions.	A:Ryan imagines himself asked some questions.	B
B:Ruth reports that the father depends on himself.	A:Ruth reports that the father depends on herself.	B
B:Victor reports that the girl depends on herself.	A:Victor reports that the girl depends on himself.	B
A:Ruth finds herself living with her parents.	B:Ruth finds herself lived with her parents.	A
B:Victor finds himself living with his parents.	A:Victor finds himself lived with his parents.	B
A:Maria imagines herself performing this song.	B:Maria imagines herself performed this song.	A
A:Paul imagines himself performing this song.	B:Paul imagines himself performed this song.	A
A:Sarah thinks that the male professor brought himself to the park.	B:Sarah thinks that the male professor brought herself to the park.	A
A:Roger thinks that the female player brought herself to the park.	B:Roger thinks that the female player brought himself to the park.	A
A:Sarah finds herself bringing about the change.	B:Sarah finds herself brought about the change.	A
A:Roger finds himself bringing about the change.	B:Roger finds himself brought about the change.	A
A:The wife writes that the boy helps himself to food.	B:The wife writes that the boy helps herself to food.	A
B:The male professor writes that the female player helps herself to food.	A:The male professor writes that the female player helps himself to food.	B
A:The wife pictures herself fixing the car.	B:The wife pictures herself fixed the car.	A
A:The male professor pictures himself fixing the car.	B:The male professor pictures himself fixed the car.	A
A:The girl imagines herself finding the place.	B:The girl imagines herself found the place.	A
A:Jimmy imagines himself finding the place.	B:Jimmy imagines himself found the place.	A
A:Ruth thinks that the male professor understands himself.	B:Ruth thinks that the male professor understands herself.	A
B:The father thinks that the lady understands herself.	A:The father thinks that the lady understands himself.	B
A:Ruth finds herself understanding the story.	B:Ruth finds herself understood the story.	A
A:The father finds himself understanding the story.	B:The father finds himself understood the story.	A
A:Catherine believes that the male player has prepared himself for the job.	B:Catherine believes that the male player has prepared herself for the job.	A
B:Alexander believes that the princess prepared herself for the job.	A:Alexander believes that the princess prepared himself for the job.	B
B:Catherine imagines herself sending the message.	A:Catherine imagines herself sent the message.	B
B:Alexander imagines himself sending the message.	A:Alexander imagines himself sent the message.	B
A:The female professor means to say that the prince is teaching himself.	B:The female professor means to say that the prince is teaching herself.	A
B:The male president means to say that the wife is teaching herself.	A:The male president means to say that the wife is teaching himself.	B
B:The female professor imagines herself teaching that class.	A:The female professor imagines herself taught that class.	B
B:The male president imagines himself teaching that class.	A:The male president imagines himself taught that class.	B
B:Helen learns that the male professor changed himself.	A:Helen learns that the male professor changed herself.	B
B:The king learns that the lady changed herself.	A:The king learns that the lady changed himself.	B
B:Helen imagines herself closing the door.	A:Helen imagines herself closed the door.	B
B:The king imagines himself closing the door.	A:The king imagines himself closed the door.	B
A:Ruth thinks that the father proves himself.	B:Ruth thinks that the father proves herself.	A
B:Victor thinks that the girl proves herself.	A:Victor thinks that the girl proves himself.	B
B:Ruth finds herself proving this case.	A:Ruth finds herself proved this case.	B
A:Victor finds himself proving this case.	B:Victor finds himself proved this case.	A
A:Ann explains that the male doctor hides himself.	B:Ann explains that the male doctor hides herself.	A
A:Thomas explains that the lady hides herself.	B:Thomas explains that the lady hides himself.	A
A:Elizabeth feels that the male player helps himself to food.	B:Elizabeth feels that the male player helps herself to food.	A
B:Jimmy feels that the female professor helps herself to food.	A:Jimmy feels that the female professor helps himself to food.	B
B:Elizabeth imagines herself informing this student.	A:Elizabeth imagines herself informed this student.	B
B:Jimmy pictures himself informing this student.	A:Jimmy pictures himself informed this student.	B
B:The female doctor explains that the male player chooses himself.	A:The female doctor explains that the male player chooses herself.	B
A:Thomas explains that the woman chooses herself.	B:Thomas explains that the woman chooses himself.	A
B:Elizabeth says that the male professor proves himself.	A:Elizabeth says that the male professor proves herself.	B
B:The brother says that the female professor proves herself.	A:The brother says that the female professor proves himself.	B
B:Elizabeth sees herself proving that case.	A:Elizabeth sees herself proved that case.	B
B:The brother sees himself proving that case.	A:The brother sees himself proved that case.	B
B:Catherine imagines herself drawing the attention.	A:Catherine imagines herself drew the attention.	B
B:Matt imagines himself drawing the attention.	A:Matt imagines himself drew the attention.	B
B:The female doctor pictures herself holding the election.	A:The female doctor pictures herself held the election.	B
A:Martin pictures himself holding the election.	B:Martin pictures himself held the election.	A
B:The female professor believes that the male professor adds himself.	A:The female professor believes that the male professor adds herself.	B
B:Roger imagines himself adding this information.	A:Roger imagines himself added this information.	B
B:The girl feels that the man has introduced himself to others.	A:The girl feels that the man has introduced herself to others.	B
A:Ryan feels that the female player has introduced herself to others.	B:Ryan feels that the female player has introduced himself to others.	A
B:The girl imagines herself describing that picture.	A:The girl imagines herself described that picture.	B
A:Ryan pictures himself describing that picture.	B:Ryan pictures himself described that picture.	A
A:Elizabeth imagines herself producing the goods.	B:Elizabeth imagines herself produced the goods.	A
B:Sam sees himself producing the goods.	A:Sam sees himself produced the goods.	B
A:The female doctor sees that the male doctor saves himself.	B:The female doctor sees that the male doctor saves herself.	A
A:The father sees that the mother saved herself.	B:The father sees that the mother saved himself.	A
A:The female doctor sees herself reading this story.	B:The female doctor sees herself read this story.	A
B:The father sees himself reading this story.	A:The father sees himself read this story.	B
A:Mary learns that her brother is helping himself.	B:Mary learns that her brother is helping herself.	A
A:Roger learns that his wife is helping herself.	B:Roger learns that his wife is helping himself.	A
A:Mary imagines herself helping the people.	B:Mary imagines herself helped the people.	A
B:Roger imagines himself helping the people.	A:Roger imagines himself helped the people.	B
A:The woman understands that the male doctor chooses himself.	B:The woman understands that the male doctor chooses herself.	A
B:The male professor understands that the woman chooses herself.	A:The male professor understands that the woman chooses himself.	B
B:The girl sees that the brother doesn't like himself.	A:The girl sees that the brother doesn't like herself.	B
A:Ben sees that the girl doesn't like herself.	B:Ben sees that the girl doesn't like himself.	A
A:The girl sees herself selling those goods.	B:The girl sees herself sold those goods.	A
B:Ben sees himself selling those goods.	A:Ben sees himself sold those goods.	B
A:Helen writes that the man introduces himself to others.	B:Helen writes that the man introduces herself to others.	A
A:The prince writes that the lady introduces herself to others.	B:The prince writes that the lady introduces himself to others.	A
A:Helen imagines herself describing a picture.	B:Helen imagines herself described a picture.	A
A:The prince imagines himself describing a picture.	B:The prince imagines himself described a picture.	A
B:Elizabeth sees herself reaching the city.	A:Elizabeth sees herself reached the city.	B
B:Jack sees himself reaching the city.	A:Jack sees himself reached the city.	B
B:The lady finds herself winning that war.	A:The lady finds herself won that war.	B
B:Jason finds himself winning that war.	A:Jason finds himself won that war.	B
A:The woman writes that the male professor supports himself.	B:The woman writes that the male professor supports herself.	A
A:Stephen writes that the female doctor supports herself.	B:Stephen writes that the female doctor supports himself.	A
B:The woman imagines herself raising the money for children.	A:The woman imagines herself raised the money for children.	B
B:Stephen imagines himself raising the money for children.	A:Stephen imagines himself raised the money for children.	B
B:Jane explains that the father is protecting himself.	A:Jane explains that the father is protecting herself.	B
A:Lawrence explains that the wife is protecting herself.	B:Lawrence explains that the wife is protecting himself.	A
A:The lady imagines herself reporting the crime.	B:The lady imagines herself reported the crime.	A
B:The boy imagines himself reporting the crime.	A:The boy imagines himself reported the crime.	B
A:The princess feels that the king is dressing himself.	B:The princess feels that the king is dressing herself.	A
B:Oliver feels that the girl is dressing herself.	A:Oliver feels that the girl is dressing himself.	B
B:The princess imagines herself fighting the enemy.	A:The princess imagines herself fought the enemy.	B
B:Oliver imagines himself fighting the enemy.	A:Oliver imagines himself fought the enemy.	B
B:Ann imagines herself buying a car.	A:Ann imagines herself bought a car.	B
A:Matt imagines himself buying a car.	B:Matt imagines himself bought a car.	A
A:Jane reports that the man saves himself.	B:Jane reports that the man saves herself.	A
A:The boy reports that the female president saves herself.	B:The boy reports that the female president saves himself.	A
A:Jane finds herself reading that story.	B:Jane finds herself read that story.	A
A:The boy finds himself reading that story.	B:The boy finds himself read that story.	A
B:Mary thinks that the king attacks himself.	A:Mary thinks that the king attacks herself.	B
A:Sam thinks that the daughter attacks herself.	B:Sam thinks that the daughter attacks himself.	A
B:Mary finds herself attacking the enemy.	A:Mary finds herself attacked the enemy.	B
B:Sam finds himself attacking the enemy.	A:Sam finds himself attacked the enemy.	B
A:The princess imagines herself buying this book.	B:The princess imagines herself bought this book.	A
B:Carl imagines himself buying this book.	A:Carl imagines himself bought this book.	B
A:The daughter imagines herself performing this song.	B:The daughter imagines herself performed this song.	A
A:Alexander imagines himself performing this song.	B:Alexander imagines himself performed this song.	A
A:Kelly sees that the king is hiding himself.	B:Kelly sees that the king is hiding herself.	A
B:The male president sees that the female player is hiding herself.	A:The male president sees that the female player is hiding himself.	B
B:Alice finds herself holding this line.	A:Alice finds herself held this line.	B
A:The father finds himself holding this line.	B:The father finds himself held this line.	A
B:The mother sees herself reporting that crime.	A:The mother sees herself reported that crime.	B
A:Alexander sees himself reporting that crime.	B:Alexander sees himself reported that crime.	A
A:The female doctor learns that the man protected himself.	B:The female doctor learns that the man protected herself.	A
A:Jack learns that the woman protected herself.	B:Jack learns that the woman protected himself.	A
A:The female doctor imagines herself protecting those people.	B:The female doctor imagines herself protected those people.	A
A:Jack imagines himself protecting those people.	B:Jack imagines himself protected those people.	A
A:Anna imagines herself trying this method.	B:Anna imagines herself tried this method.	A
B:The male doctor imagines himself trying this method.	A:The male doctor imagines himself tried this method.	B
B:The female president wrote that the brother helped himself.	A:The female president wrote that the brother helped herself.	B
B:The male doctor wrote that the female player helped herself.	A:The male doctor wrote that the female player helped himself.	B
A:Maria imagines herself cutting this line.	B:Maria imagines herself cut this line.	A
B:Charles imagines himself cutting this line.	A:Charles imagines himself cut this line.	B
B:The wife means to say that the father doesn't like himself.	A:The wife means to say that the father doesn't like herself.	B
A:Anthony means to say that the wife doesn't like herself.	B:Anthony means to say that the wife doesn't like himself.	A
A:The woman imagines herself catching the train.	B:The woman imagines herself caught the train.	A
A:The king pictures himself catching the train.	B:The king pictures himself caught the train.	A
B:Victoria writes that the man trusts himself.	A:Victoria writes that the man trusts herself.	B
A:William writes that the mother trusts herself.	B:William writes that the mother trusts himself.	A
B:Victoria pictures herself trusting that assistant.	A:Victoria pictures herself trusted that assistant.	B
A:William pictures himself trusting that assistant.	B:William pictures himself trusted that assistant.	A
A:Sarah means to say that the male player believes in himself.	B:Sarah means to say that the male player believes in herself.	A
A:Jerry means to say that the mother believes in herself.	B:Jerry means to say that the mother believes in himself.	A
B:Sarah imagines herself believing the truth.	A:Sarah imagines herself believed the truth.	B
A:Jerry imagines himself believing the truth.	B:Jerry imagines himself believed the truth.	A
