correct	incorrect	model_choice
A:Can the player who the teacher doesn't call hold the line?	B:Doesn't the player who the teacher call can hold the line?	A
A:Could the player who the soldier will attack eat the food?	B:Will the player who the soldier attack could eat the food?	A
A:Didn't the girl who the man might hit travel?	B:Might the girl who the man hit didn't travel?	A
B:Will the brother who the doctor must understand lie down?	A:Must the brother who the doctor understand will lie down?	B
A:Does the girl who the coach did teach walk?	B:Did the girl who the coach teach does walk?	A
B:Will the king who the player couldn't hit walk?	A:Couldn't the king who the player hit will walk?	B
A:Must the princess who the president couldn't invite run?	B:Couldn't the princess who the president invite must run?	A
A:Did the player who the soldier shouldn't save understand the language?	B:Shouldn't the player who the soldier save did understand the language?	A
B:Couldn't the man who the professor might teach cut the cost?	A:Might the man who the professor teach couldn't cut the cost?	B
A:Can the wife who the worker could serve join the team?	B:Could the wife who the worker serve can join the team?	A
B:Didn't the president who the player must lead sit?	A:Must the president who the player lead didn't sit?	B
A:Didn't the lady who the army must kill make the film?	B:Must the lady who the army kill didn't make the film?	A
B:Does the lady who the child will see arrive?	A:Will the lady who the child see does arrive?	B
A:Mustn't the professor who the officer should serve use the language?	B:Should the professor who the officer serve mustn't use the language?	A
B:May the professor who the man would believe feed the birds?	A:Would the professor who the man believe may feed the birds?	B
A:Won't the man who the teacher can't invite stand?	B:Can't the man who the teacher invite won't stand?	A
B:Mustn't the princess who the group shouldn't reach out to lie down?	A:Shouldn't the princess who the group reach out to mustn't lie down?	B
B:Will the professor who the council didn't support choose the leader?	A:Didn't the professor who the council support will choose the leader?	B
B:Could the man who the child will follow stay?	A:Will the man who the child follow could stay?	B
B:Won't the president who the woman must marry walk?	A:Must the president who the woman marry won't walk?	B
A:Can the president who the player didn't follow choose the team?	B:Didn't the president who the player follow can choose the team?	A
A:Will the father who the minister shouldn't serve meet the committee?	B:Shouldn't the father who the minister serve will meet the committee?	A
A:Mustn't the princess who the group shouldn't reach out to perform the music?	B:Shouldn't the princess who the group reach out to mustn't perform the music?	A
A:Might the player who the professor does teach walk?	B:Does the player who the professor teach might walk?	A
A:Won't the girl who the teacher can't understand draw the line?	B:Can't the girl who the teacher understand won't draw the line?	A
A:Does the mother who the child should ask catch the fish?	B:Should the mother who the child ask does catch the fish?	A
A:Doesn't the mother who the council can support attack the enemy?	B:Can the mother who the council support doesn't attack the enemy?	A
A:Will the president who the group did reach out to open the door?	B:Did the president who the group reach out to will open the door?	A
B:Could the wife who the army did attack sit?	A:Did the wife who the army attack could sit?	B
A:Would the player who the man will join love the family?	B:Will the player who the man join would love the family?	A
A:Might the father who the team could reach out to travel?	B:Could the father who the team reach out to might travel?	A
B:Must the brother who the parent mustn't support lose the money?	A:Mustn't the brother who the parent support must lose the money?	B
B:Shouldn't the woman who the doctor may help find the information?	A:May the woman who the doctor help shouldn't find the information?	B
A:Shouldn't the man who the player mustn't follow sit?	B:Mustn't the man who the player follow shouldn't sit?	A
B:Would the king who the student may join work?	A:May the king who the student join would work?	B
A:Shouldn't the president who the member must join produce the music?	B:Must the president who the member join shouldn't produce the music?	A
B:Should the father who the soldier shouldn't serve call the friend?	A:Shouldn't the father who the soldier serve should call the friend?	B
B:Shouldn't the prince who the team will attack walk?	A:Will the prince who the team attack shouldn't walk?	B
B:Must the mother who the soldier couldn't kill walk?	A:Couldn't the mother who the soldier kill must walk?	B
A:Should the girl who the soldier won't kill stand?	B:Won't the girl who the soldier kill should stand?	A
B:Would the prince who the man shouldn't find run?	A:Shouldn't the prince who the man find would run?	B
B:Must the boy who the girl can't join join the party?	A:Can't the boy who the girl join must join the party?	B
A:Does the king who the child won't see find the place?	B:Won't the king who the child see does find the place?	A
B:Couldn't the daughter who the worker would serve run?	A:Would the daughter who the worker serve couldn't run?	B
A:May the doctor who the student won't join describe the process?	B:Won't the doctor who the student join may describe the process?	A
B:Might the professor who the friend did tell the story to stay?	A:Did the professor who the friend tell the story to might stay?	B
A:Can the girl who the child doesn't see earn money?	B:Doesn't the girl who the child see can earn money?	A
B:Should the woman who the soldier doesn't serve explain the reason?	A:Doesn't the woman who the soldier serve should explain the reason?	B
B:Could the mother who the man does see work?	A:Does the mother who the man see could work?	B
B:Mustn't the girl who the child did see walk?	A:Did the girl who the child see mustn't walk?	B
B:Doesn't the father who the woman did love produce the goods?	A:Did the father who the woman love doesn't produce the goods?	B
A:Can the doctor who the team will attack live with the parents?	B:Will the doctor who the team attack can live with the parents?	A
A:Couldn't the player who the man might love trust the friend?	B:Might the player who the man love couldn't trust the friend?	A
B:Should the brother who the student will meet arrive?	A:Will the brother who the student meet should arrive?	B
B:Might the player who the man can love meet the committee?	A:Can the player who the man love might meet the committee?	B
A:Can't the president who the coach will teach report the crime?	B:Will the president who the coach teach can't report the crime?	A
A:Couldn't the professor who the student must believe win the race?	B:Must the professor who the student believe couldn't win the race?	A
B:Can the player who the officer won't serve stay?	A:Won't the player who the officer serve can stay?	B
A:Won't the woman who the student didn't follow see the game?	B:Didn't the woman who the student follow won't see the game?	A
A:Might the boy who the man could hit show the evidence to him?	B:Could the boy who the man hit might show the evidence to him?	A
A:Can the doctor who the player can't hit end the game?	B:Can't the doctor who the player hit can end the game?	A
A:Does the mother who the child should ask run?	B:Should the mother who the child ask does run?	A
A:Shouldn't the daughter who the teacher mustn't meet invite the guest?	B:Mustn't the daughter who the teacher meet shouldn't invite the guest?	A
A:Didn't the lady who the army must kill rest?	B:Must the lady who the army kill didn't rest?	A
B:Can the professor who the police might find arrive?	A:Might the professor who the police find can arrive?	B
B:Can the mother who the friend must trust walk?	A:Must the mother who the friend trust can walk?	B
B:Won't the daughter who the friend might call swim?	A:Might the daughter who the friend call won't swim?	B
A:Must the doctor who the man will love give the letter to him?	B:Will the doctor who the man love must give the letter to him?	A
B:May the doctor who the student can't see tell the story to him?	A:Can't the doctor who the student see may tell the story to him?	B
B:Might the father who the student doesn't join lie down?	A:Doesn't the father who the student join might lie down?	B
A:Mustn't the doctor who the team didn't follow wait?	B:Didn't the doctor who the team follow mustn't wait?	A
A:Mustn't the woman who the student doesn't believe lie down?	B:Doesn't the woman who the student believe mustn't lie down?	A
B:Will the king who the soldier may attack play the music?	A:May the king who the soldier attack will play the music?	B
A:Won't the father who the president might invite watch the video?	B:Might the father who the president invite won't watch the video?	A
A:Might the king who the student would join buy the book?	B:Would the king who the student join might buy the book?	A
A:Did the princess who the actor must marry design the program?	B:Must the princess who the actor marry did design the program?	A
B:Couldn't the president who the student should understand travel?	A:Should the president who the student understand couldn't travel?	B
A:May the woman who the government shouldn't support run?	B:Shouldn't the woman who the government support may run?	A
B:Couldn't the woman who the man must believe stay?	A:Must the woman who the man believe couldn't stay?	B
A:Must the king who the soldier would save hit the ball?	B:Would the king who the soldier save must hit the ball?	A
A:Did the girl who the government doesn't support rest?	B:Doesn't the girl who the government support did rest?	A
A:Could the wife who the child can't ask work?	B:Can't the wife who the child ask could work?	A
A:Didn't the wife who the parent must love sit?	B:Must the wife who the parent love didn't sit?	A
B:Can the president who the soldier may save hold the meeting?	A:May the president who the soldier save can hold the meeting?	B
B:Couldn't the boy who the mother may tell the story to support the team?	A:May the boy who the mother tell the story to couldn't support the team?	B
A:Didn't the wife who the man mustn't find reach the agreement?	B:Mustn't the wife who the man find didn't reach the agreement?	A
A:Will the man who the actor should marry inform the police?	B:Should the man who the actor marry will inform the police?	A
B:Did the princess who the teacher would meet prove the theory?	A:Would the princess who the teacher meet did prove the theory?	B
A:Didn't the professor who the player can lead trust the assistant?	B:Can the professor who the player lead didn't trust the assistant?	A
B:Can't the man who the police may call arrive?	A:May the man who the police call can't arrive?	B
A:Didn't the president who the doctor couldn't understand sit?	B:Couldn't the president who the doctor understand didn't sit?	A
A:Mustn't the player who the student should watch sit?	B:Should the player who the student watch mustn't sit?	A
B:Doesn't the doctor who the teacher may help drive the bus?	A:May the doctor who the teacher help doesn't drive the bus?	B
B:Doesn't the girl who the president can meet reach out to the man?	A:Can the girl who the president meet doesn't reach out to the man?	B
B:Must the president who the student can trust lie down?	A:Can the president who the student trust must lie down?	B
A:Will the wife who the actor can marry leave?	B:Can the wife who the actor marry will leave?	A
B:Shouldn't the father who the doctor couldn't save buy the goods?	A:Couldn't the father who the doctor save shouldn't buy the goods?	B
A:Won't the president who the woman should believe prove the theory?	B:Should the president who the woman believe won't prove the theory?	A
B:Could the daughter who the president would invite find the information?	A:Would the daughter who the president invite could find the information?	B
B:Couldn't the father who the boy does hit watch the video?	A:Does the father who the boy hit couldn't watch the video?	B
A:Would the wife who the player did join stand?	B:Did the wife who the player join would stand?	A
B:Will the brother who the woman didn't see travel?	A:Didn't the brother who the woman see will travel?	B
B:Can the boy who the teacher did meet leave?	A:Did the boy who the teacher meet can leave?	B
B:Can the girl who the army does attack sit?	A:Does the girl who the army attack can sit?	B
A:Would the president who the teacher should ask buy the house?	B:Should the president who the teacher ask would buy the house?	A
B:Did the father who the student will trust wait?	A:Will the father who the student trust did wait?	B
B:Should the doctor who the player can trust invite the guest?	A:Can the doctor who the player trust should invite the guest?	B
B:Couldn't the boy who the mother may tell the story to lie down?	A:May the boy who the mother tell the story to couldn't lie down?	B
A:Does the doctor who the team shouldn't attack learn the language?	B:Shouldn't the doctor who the team attack does learn the language?	A
B:Can the woman who the player did reach out to stay?	A:Did the woman who the player reach out to can stay?	B
A:Didn't the brother who the soldier shouldn't serve swim?	B:Shouldn't the brother who the soldier serve didn't swim?	A
B:Mustn't the professor who the leader does invite sit?	A:Does the professor who the leader invite mustn't sit?	B
A:Shouldn't the professor who the army may attack walk?	B:May the professor who the army attack shouldn't walk?	A
A:Does the princess who the president didn't lead travel?	B:Didn't the princess who the president lead does travel?	A
B:Couldn't the brother who the child did watch stand?	A:Did the brother who the child watch couldn't stand?	B
A:Might the player who the leader can't meet stop the program?	B:Can't the player who the leader meet might stop the program?	A
B:Can't the professor who the student must understand save the energy?	A:Must the professor who the student understand can't save the energy?	B
B:May the boy who the student can see tell the truth?	A:Can the boy who the student see may tell the truth?	B
A:Mustn't the professor who the woman would find run?	B:Would the professor who the woman find mustn't run?	A
B:Won't the president who the player might hit stand?	A:Might the president who the player hit won't stand?	B
B:Can't the daughter who the team won't reach out to wait?	A:Won't the daughter who the team reach out to can't wait?	B
A:Did the president who the player will hit trust the friend?	B:Will the president who the player hit did trust the friend?	A
B:Can't the prince who the friend could tell the story to walk?	A:Could the prince who the friend tell the story to can't walk?	B
B:Can't the prince who the friend could tell the story to play the game?	A:Could the prince who the friend tell the story to can't play the game?	B
B:Mustn't the doctor who the team didn't follow make the book?	A:Didn't the doctor who the team follow mustn't make the book?	B
B:Shouldn't the brother who the player doesn't join travel?	A:Doesn't the brother who the player join shouldn't travel?	B
A:Didn't the mother who the woman would marry report the crime?	B:Would the mother who the woman marry didn't report the crime?	A
A:Did the doctor who the minister might lead end the war?	B:Might the doctor who the minister lead did end the war?	A
B:Could the professor who the leader can meet live with the family?	A:Can the professor who the leader meet could live with the family?	B
B:Shouldn't the man who the officer may serve love the family?	A:May the man who the officer serve shouldn't love the family?	B
A:Will the president who the student mustn't ask throw the stone?	B:Mustn't the president who the student ask will throw the stone?	A
A:Will the woman who the student did follow live with the parents?	B:Did the woman who the student follow will live with the parents?	A
A:Won't the daughter who the team doesn't attack prove the theory?	B:Doesn't the daughter who the team attack won't prove the theory?	A
A:Would the daughter who the student doesn't meet swim?	B:Doesn't the daughter who the student meet would swim?	A
A:Did the princess who the man could marry drive the car?	B:Could the princess who the man marry did drive the car?	A
B:Could the woman who the man will see walk?	A:Will the woman who the man see could walk?	B
B:Can't the president who the group may reach out to show support for the man?	A:May the president who the group reach out to can't show support for the man?	B
A:Didn't the wife who the man mustn't find stand?	B:Mustn't the wife who the man find didn't stand?	A
B:Didn't the king who the parent did help stay?	A:Did the king who the parent help didn't stay?	B
B:May the girl who the president can meet arrive?	A:Can the girl who the president meet may arrive?	B
B:Mustn't the president who the doctor doesn't help run?	A:Doesn't the president who the doctor help mustn't run?	B
A:Can't the father who the mother should tell the story to stay?	B:Should the father who the mother tell the story to can't stay?	A
A:Would the king who the student may join produce the result?	B:May the king who the student join would produce the result?	A
A:Shouldn't the president who the police won't find end the war?	B:Won't the president who the police find shouldn't end the war?	A
A:Shouldn't the player who the president can't lead lead the team?	B:Can't the player who the president lead shouldn't lead the team?	A
A:Mustn't the father who the woman can watch walk?	B:Can the father who the woman watch mustn't walk?	A
A:Did the doctor who the doctor did understand wait?	B:Did the doctor who the doctor understand did wait?	A
A:May the president who the child mustn't love study the history?	B:Mustn't the president who the child love may study the history?	A
B:Will the girl who the teacher must meet rest?	A:Must the girl who the teacher meet will rest?	B
B:Can't the doctor who the soldier shouldn't save run?	A:Shouldn't the doctor who the soldier save can't run?	B
A:Won't the man who the doctor does help stay?	B:Does the man who the doctor help won't stay?	A
B:Didn't the daughter who the woman should see hit the record?	A:Should the daughter who the woman see didn't hit the record?	B
A:Didn't the president who the student couldn't find love music?	B:Couldn't the president who the student find didn't love music?	A
B:May the lady who the student will believe wait?	A:Will the lady who the student believe may wait?	B
B:May the doctor who the worker mustn't serve rest?	A:Mustn't the doctor who the worker serve may rest?	B
B:Must the student who the professor won't teach wait?	A:Won't the student who the professor teach must wait?	B
A:Can't the princess who the boy doesn't hit work?	B:Doesn't the princess who the boy hit can't work?	A
A:Won't the father who the president might invite stand?	B:Might the father who the president invite won't stand?	A
A:Might the mother who the soldier may save earn money?	B:May the mother who the soldier save might earn money?	A
B:Couldn't the brother who the student didn't understand run?	A:Didn't the brother who the student understand couldn't run?	B
B:Should the brother who the student will meet invite the committee?	A:Will the brother who the student meet should invite the committee?	B
B:Did the brother who the president could invite read the book?	A:Could the brother who the president invite did read the book?	B
B:Doesn't the president who the player can't hit lie down?	A:Can't the president who the player hit doesn't lie down?	B
B:Couldn't the doctor who the friend may support reach out to the professor?	A:May the doctor who the friend support couldn't reach out to the professor?	B
B:Should the player who the student mustn't trust rest?	A:Mustn't the player who the student trust should rest?	B
B:Could the boy who the woman mustn't marry swim?	A:Mustn't the boy who the woman marry could swim?	B
A:Does the king who the student doesn't find stand?	B:Doesn't the king who the student find does stand?	A
B:Doesn't the mother who the man mustn't believe lead the group?	A:Mustn't the mother who the man believe doesn't lead the group?	B
A:Doesn't the doctor who the player can't hit work?	B:Can't the doctor who the player hit doesn't work?	A
B:Doesn't the wife who the friend does help create art?	A:Does the wife who the friend help doesn't create art?	B
B:Should the boy who the student can't meet arrive?	A:Can't the boy who the student meet should arrive?	B
B:Did the girl who the coach couldn't teach win the war?	A:Couldn't the girl who the coach teach did win the war?	B
B:Shouldn't the boy who the soldier does save swim?	A:Does the boy who the soldier save shouldn't swim?	B
A:Did the man who the woman might find follow the road?	B:Might the man who the woman find did follow the road?	A
A:May the king who the teacher doesn't meet describe the picture?	B:Doesn't the king who the teacher meet may describe the picture?	A
B:Shouldn't the mother who the child should love travel?	A:Should the mother who the child love shouldn't travel?	B
A:Could the player who the student didn't watch win the match?	B:Didn't the player who the student watch could win the match?	A
A:May the professor who the friend couldn't trust start the war?	B:Couldn't the professor who the friend trust may start the war?	A
B:Won't the boy who the student can meet save the energy?	A:Can the boy who the student meet won't save the energy?	B
A:May the professor who the actor did marry walk?	B:Did the professor who the actor marry may walk?	A
A:Did the professor who the council should support close the door?	B:Should the professor who the council support did close the door?	A
A:Didn't the brother who the president might meet buy the goods?	B:Might the brother who the president meet didn't buy the goods?	A
A:Will the president who the teacher mustn't teach rest?	B:Mustn't the president who the teacher teach will rest?	A
B:Could the prince who the mother does tell the story to win the game?	A:Does the prince who the mother tell the story to could win the game?	B
A:Shouldn't the president who the police couldn't find stay?	B:Couldn't the president who the police find shouldn't stay?	A
B:Could the woman who the boy mustn't hit sit?	A:Mustn't the woman who the boy hit could sit?	B
A:Can the president who the soldier might save arrive?	B:Might the president who the soldier save can arrive?	A
A:Doesn't the prince who the man does believe join the team?	B:Does the prince who the man believe doesn't join the team?	A
A:Does the player who the student doesn't follow paint the wall?	B:Doesn't the player who the student follow does paint the wall?	A
B:Did the player who the officer won't serve call the friend?	A:Won't the player who the officer serve did call the friend?	B
