correct	incorrect	model_choice
B:What did Jerry drive before designing the car?	A:What did Jerry drive the car before designing?	B
B:Who should Jonathan teach while writing to Victor?	A:Who should Jonathan teach Victor while writing to?	B
B:What did Jonathan face while handling the problem?	A:What did Jonathan face the problem while handling?	B
A:Who should this father lead before telling something to Charles?	B:Who should this father lead Charles before telling something to?	B
B:What did this father see before telling something to the doctor?	A:What did this father see the doctor before telling something to?	B
B:Who should Pierre defeat after attacking Jerry?	A:Who should Pierre defeat Jerry after attacking?	B
B:What did Pierre learn after protecting the language?	A:What did Pierre learn the language after protecting?	B
A:Who should Michael lead while playing with Jerry?	B:Who should Michael lead Jerry while playing with?	A
B:Who should Sarah watch after following Scott?	A:Who should Sarah watch Scott after following?	B
B:What did Sarah fight after following the enemy?	A:What did Sarah fight the enemy after following?	B
A:Who should Henry defeat without protecting Anna?	B:Who should Henry defeat Anna without protecting?	A
B:What did Henry show the professor without protecting the evidence?	A:What did Henry show the professor the evidence without protecting?	B
B:Who should Elizabeth ask before attacking Catherine?	A:Who should Elizabeth ask Catherine before attacking?	B
B:What did Elizabeth eat before saving the food?	A:What did Elizabeth eat the food before saving?	B
B:Who did the mother invite before telling something to the committee?	A:Who did the mother invite the committee before telling something to?	B
B:Who should that man teach after remembering Matt?	A:Who should that man teach Matt after remembering?	B
B:What did that man believe while feeling happy about the news?	A:What did that man believe the news while feeling happy about?	B
A:Who should this woman serve before controlling Anthony?	B:Who should this woman serve Anthony before controlling?	A
A:Who should Maria teach while earning money for Victor?	B:Who should Maria teach Victor while earning money for?	A
B:Who should Andy love without marrying Walter?	A:Who should Andy love Walter without marrying?	B
B:Who should Jason marry before finding Jane?	A:Who should Jason marry Jane before finding?	B
B:Who should Victoria defeat without writing to Anna?	A:Who should Victoria defeat Anna without writing to?	B
B:Who should Jason tell the secret after calling Jane?	A:Who should Jason tell Jane the secret after calling?	B
B:Who should Victor find when living with Patrick?	A:Who should Victor find Patrick when living with?	B
B:What did Victor raise when having the question?	A:What did Victor raise the question when having?	B
A:Who should Pierre ask before closing the deal with Tom?	B:Who should Pierre ask Tom before closing the deal with?	A
A:What did Pierre watch before playing the game?	B:What did Pierre watch the game before playing?	A
A:Who should Jonathan tell the story to without catching up with Fred?	B:Who should Jonathan tell the story to Fred without catching up with?	A
A:Who should Patrick join before performing with Ted?	B:Who should Patrick join Ted before performing with?	A
B:Who did Patrick help before performing for Jack?	A:Who did Patrick help Jack before performing for?	B
B:Who should this man trust after losing to Ruth?	A:Who should this man trust Ruth after losing to?	B
B:What did this man attack after losing to the enemy?	A:What did this man attack the enemy after losing to?	B
B:Who should Jerry visit when hearing from Catherine?	A:Who should Jerry visit Catherine when hearing from?	B
B:Who did Jerry meet when hearing about the people?	A:Who did Jerry meet the people when hearing about?	B
A:Who should this boy defeat when hitting Peter?	B:Who should this boy defeat Peter when hitting?	A
B:Who should Michael help when designing the car for Tony?	A:Who should Michael help Tony when designing the car for?	B
B:What did Michael win after fighting for the prize?	A:What did Michael win the prize after fighting for?	B
A:What did that wife perform without enjoying the music?	B:What did that wife perform the music without enjoying?	A
A:Who did Jason invite after talking to the committee?	B:Who did Jason invite the committee after talking to?	A
A:Who should that president attack before selling the book to Maria?	B:Who should that president attack Maria before selling the book to?	A
A:What did that president build before selling the model?	B:What did that president build the model before selling?	A
A:Who should Mike trust while carrying the picture of Ted?	B:Who should Mike trust Ted while carrying the picture of?	A
A:What did Mike save while carrying the energy bar?	B:What did Mike save the energy bar while carrying?	A
A:Who should Tom follow before supporting Walter?	B:Who should Tom follow Walter before supporting?	A
B:What did Tom sell before fixing the car?	A:What did Tom sell the car before fixing?	B
A:Who should the doctor beat when believing in Henry?	B:Who should the doctor beat Henry when believing in?	A
B:Who did the doctor trust when believing the assistant?	A:Who did the doctor trust the assistant when believing?	B
A:Who should Mike help without taking care of Victor?	B:Who should Mike help Victor without taking care of?	A
B:What did Mike end without taking the class?	A:What did Mike end the class without taking?	A
A:Who should Jonathan kill before saving Henry?	B:Who should Jonathan kill Henry before saving?	A
B:What did Jonathan love before playing the song?	A:What did Jonathan love the song before playing?	B
B:Who should the boy join while hitting Walter?	A:Who should the boy join Walter while hitting?	B
A:Who did the boy help while leaving the team?	B:Who did the boy help the team while leaving?	A
A:Who should that boy support when hitting Tom?	B:Who should that boy support Tom when hitting?	A
A:Who should this president trust without catching up with Ruth?	B:Who should this president trust Ruth without catching up with?	A
A:What did this president share with him without hearing the information?	B:What did this president share the information with him without hearing?	A
B:Who should Adam love without reaching out to Jane?	A:Who should Adam love Jane without reaching out to?	B
B:What did Adam close without reaching for the door?	A:What did Adam close the door without reaching for?	B
B:Who should Tom tell the story to after following Anthony?	A:Who should Tom tell the story to Anthony after following?	B
B:Who should Catherine find when performing with Pierre?	A:Who should Catherine find Pierre when performing with?	B
A:What did Catherine buy when performing at the house?	B:What did Catherine buy the house when performing at?	A
B:Who should Walter tell the story to while reaching for Martin?	A:Who should Walter tell the story to Martin while reaching for?	B
A:Who did Walter protect while reaching for the people?	B:Who did Walter protect the people while reaching for?	A
A:Who should the father see without telling the story to Ted?	B:Who should the father see Ted without telling the story to?	A
A:Who should the daughter invite while attacking Scott?	B:Who should the daughter invite Scott while attacking?	A
B:What did the daughter talk about while attending the game?	A:What did the daughter talk about the game while attending?	B
B:Who should this president hit while asking about Walter?	A:Who should this president hit Walter while asking about?	B
B:What did this president feed while keeping the birds?	A:What did this president feed the birds while keeping?	B
B:Who should Roger lead before protecting Walter?	A:Who should Roger lead Walter before protecting?	B
B:What did Roger prove before proposing the theory?	A:What did Roger prove the theory before proposing?	B
B:What did that prince tell him before sharing the news?	A:What did that prince tell him the news before sharing?	B
A:Who should Bobby save before meeting Kelly?	B:Who should Bobby save Kelly before meeting?	A
A:What did Bobby teach after learning the language?	B:What did Bobby teach the language after learning?	A
A:Who should Jason find while reading about Roger?	B:Who should Jason find Roger while reading about?	A
B:Who did Jason carry while reading the book for the child?	A:Who did Jason carry the child while reading the book for?	B
A:Who should the player watch after winning against Ted?	B:Who should the player watch Ted after winning against?	A
A:What did the player watch after winning the game?	B:What did the player watch the game after winning?	A
B:Who should Bobby meet after reporting to Scott?	A:Who should Bobby meet Scott after reporting to?	B
A:Who should Peter trust when keeping a secret from Anthony?	B:Who should Peter trust Anthony when keeping a secret from?	A
A:What did Peter find while reading the book?	B:What did Peter find the book while reading?	A
A:What did Charles design while building the model?	B:What did Charles design the model while building?	A
B:Who should Matt call while living with Fred?	A:Who should Matt call Fred while living with?	B
B:Who should this lady invite when visiting Bobby?	A:Who should this lady invite Bobby when visiting?	B
B:Who did this lady see when talking to the doctor?	A:Who did this lady see the doctor when talking to?	B
B:Who should Mary call while losing to Elizabeth?	A:Who should Mary call Elizabeth while losing?	B
A:Who should this player marry after saving Jane?	B:Who should this player marry Jane when saving?	A
B:Who should Anthony trust while hearing from Mary?	A:Who should Anthony trust Mary while hearing from?	B
A:Who should this doctor marry after talking with Jane?	B:Who should this doctor marry Jane after talking with?	A
A:What did this doctor try after sharing the method?	B:What did this doctor try the method after sharing?	A
B:Who should Patrick support without buying from Mike?	A:Who should Patrick support Mike without buying from?	B
B:What did Patrick lose after buying the game?	A:What did Patrick lose the game after buying?	B
A:Who should Michael ask while studying with Patrick?	B:Who should Michael ask Patrick while studying with?	A
A:Who should that daughter defeat while playing with Charles?	B:Who should that daughter defeat Charles while playing with?	A
B:Who should this mother meet without telling the story to Andy?	A:Who should this mother meet Andy without telling the story to?	B
B:Who should Mike support while taking care of Pierre?	A:Who should Mike support Pierre while taking care of?	B
A:Who did Mike feed while taking care of the children?	B:Who did Mike feed the children while taking care of?	A
B:Who should Helen serve after joining Tom?	A:Who should Helen serve Tom after joining?	B
B:Who should Charles save while playing with Alice?	A:Who should Charles save Alice when playing with?	B
A:Who did Charles call while playing with the man?	B:Who did Charles call the man when playing with?	A
A:What did Richard explain without thinking about the method?	B:What did Richard explain the method without thinking about?	A
A:Who should Jason love before writing to Victoria?	B:Who should Jason love Victoria before writing to?	A
A:What did Jason catch before finding the fish?	B:What did Jason catch the fish before finding?	A
B:What did Henry learn while teaching the language?	A:What did Henry learn the language when teaching?	B
A:Who should Tony trust after eating with Patrick?	B:Who should Tony trust Patrick after eating with?	A
B:What did Tony read after writing the book?	A:What did Tony read the book after writing?	B
A:Who should Jonathan invite after learning from Elizabeth?	B:Who should Jonathan invite Elizabeth after learning from?	A
A:What did this mother give to her without recording the speech?	B:What did this mother give the speech to her without recording?	A
B:What did the player find without repairing the road?	A:What did the player find the road without repairing?	B
A:Who should the wife believe when driving with Elizabeth?	B:Who should the wife believe Elizabeth when driving with?	A
A:Who should Bobby understand while protecting Brian?	B:Who should Bobby understand Brian while protecting?	A
B:Who did Bobby see while shopping with the person?	A:Who did Bobby see the person while shopping with?	B
B:Who should Mike save when losing to Henry?	A:Who should Mike save Henry when losing to?	B
A:What did Mike make when changing the law?	B:What did Mike make the law when changing?	A
A:Who should Peter beat when caring for Anthony?	B:Who should Peter beat Anthony when caring for?	A
A:Who should Maria marry while living with Victoria?	B:Who should Maria marry Victoria while living with?	A
A:Who should Matt believe after losing to Tony?	B:Who should Matt believe Tony after losing to?	A
B:Who did Matt help before losing his friend?	A:Who did Matt help his friend before losing?	B
B:Who should Helen trust while talking to Ted?	A:Who should Helen trust Ted while talking to?	B
A:Who should Catherine join after helping Anna?	B:Who should Catherine join Anna after helping?	A
B:What did Catherine read after hearing the news?	A:What did Catherine read the news after hearing?	B
B:Who should the prince meet while putting up with Peter?	A:Who should the prince meet Peter while putting up with?	B
A:Who should Bobby believe before helping Michael?	B:Who should Bobby believe Michael before helping?	A
A:What did Bobby perform before playing the music?	B:What did Bobby perform the music before playing?	A
A:Who should Kelly beat after seeing Catherine?	B:Who should Kelly beat Catherine after seeing?	A
A:What did Kelly share with you after hearing the information?	B:What did Kelly share the information with you after hearing?	A
A:Who should Peter trust after painting with Tony?	B:Who should Peter trust Tony after painting with?	A
A:What did Peter eat before cooking the food?	B:What did Peter eat the food before cooking?	A
A:Who did Tom love before meeting Ann?	B:Who did Tom love Ann before meeting?	A
B:What did Tom produce before bringing out the film?	A:What did Tom produce the film before bringing out?	B
B:Who should Roger ask before writing to Helen?	A:Who should Roger ask Helen before writing to?	B
A:What did Roger understand before writing the story?	B:What did Roger understand the story before writing?	A
A:Who should the boy understand without hitting Walter?	B:Who should the boy understand Walter without hitting?	A
B:What did the boy teach without learning the language?	A:What did the boy teach the language without learning?	B
A:Who should the professor defeat after hitting Jerry?	B:Who should the professor defeat Jerry after hitting?	A
A:Who should Maria believe when learning with Helen?	B:Who should Maria believe Helen when learning with?	A
A:What did Maria see while learning about the doctor?	B:What did Maria see the doctor while learning about?	A
B:Who should this princess save when joining Pierre?	A:Who should this princess save Pierre when joining?	B
A:What did this princess serve while joining the community?	B:What did this princess serve the community when joining?	A
A:Who should Jonathan save while finishing the project with Mike?	B:Who should Jonathan save Mike while finishing the project with?	A
B:What did Victoria write while creating the story?	A:What did Victoria write the story while creating?	B
B:Who should this princess join while writing to Elizabeth?	A:Who should this princess join Elizabeth while writing to?	B
A:Who should Carl help while explaining the problem to Ann?	B:Who should Carl help Ann while explaining the problem to?	A
A:Who did Carl talk with while explaining the problem to the team?	B:Who did Carl talk with the team while explaining the problem to?	A
A:Who should this man challenge after making friends with Martin?	B:Who should this man challenge Martin after making friends with?	A
B:What did this man drive after making repairs to the car?	A:What did this man drive the car after making repairs to?	B
B:Who should Mary trust when supporting Elizabeth?	A:Who should Mary trust Elizabeth when supporting?	B
B:Who did Mary help while supporting the friend?	A:Who did Mary help the friend when supporting?	B
B:Who should Roger invite when meeting with Bill?	A:Who should Roger invite Bill when meeting with?	B
B:Who should Jonathan support after reporting to Martin?	A:Who should Jonathan support Martin after reporting to?	B
B:What did Jonathan discuss after reporting the change?	A:What did Jonathan discuss the change after reporting?	B
B:Who should this president find while writing to Tony?	A:Who should this president find Tony while writing to?	B
A:What did this president deliver after writing the letter?	B:What did this president deliver the letter after writing?	A
A:Who should Jerry teach while designing for Victor?	B:Who should Jerry teach Victor while designing for?	A
B:Who should Victoria visit without enjoying time with Jerry?	A:Who should Victoria visit Jerry without enjoying time with?	B
A:What did Victoria find before enjoying the book?	B:What did Victoria find the book before enjoying?	A
A:Who should Kelly marry while applying for a position with Richard?	B:Who should Kelly marry Richard while applying for a position with?	A
A:Who did Ann meet before serving with Martin?	B:Who did Ann meet Martin before serving with?	A
A:Who should Brian meet before running again with Bill?	B:Who should Brian meet Bill before running again with?	A
B:What did Brian reach before signing the agreement?	A:What did Brian reach the agreement before signing?	B
B:Who should Mike find while telling a story to Pierre?	A:Who should Mike find Pierre while telling a story to?	B
A:Who should Carl help before throwing a party for Michael?	B:Who should Carl help Michael before throwing a party for?	A
A:Who should that man train while watching the match with Roger?	B:Who should that man train Roger while watching the match with?	A
A:Who should Peter invite after organizing an event for Maria?	B:Who should Peter invite Maria after organizing an event for?	A
A:What did Peter hold after planning the meeting?	B:What did Peter hold the meeting after planning?	A
B:Who should that man believe while enjoying a movie with Ann?	A:Who should that man believe Ann while enjoying a movie with?	B
B:What did Carl find before giving a speech to Sarah?	A:What did Carl find Sarah before giving a speech to?	B
B:What did Carl attack before leaving the city?	A:What did Carl attack the city before leaving?	B
A:Who should this wife ask while making food for Ted?	B:Who should this wife ask Ted while making food for?	A
B:Who should Brian visit before meeting Michael?	A:Who should Brian visit Michael before meeting?	B
A:Who should the doctor invite while making a plan with Ann?	B:Who should the doctor invite Ann while making a plan with?	A
A:Who should Tom call when keeping in touch with Matt?	B:Who should Tom call Matt when keeping in touch with?	A
B:Who should Victoria follow after arresting Sarah?	A:Who should Victoria follow Sarah after arresting?	B
A:Who should Jason see when inviting Ann over?	B:Who should Jason see Ann when inviting over?	A
B:What did this lady paint while checking the wall?	A:What did this lady paint the wall while checking?	B
A:What did Peter join without hearing about the party?	B:What did Peter join the party without hearing about?	B
B:Who should Alice call before calling Anna?	A:Who should Alice call Anna before calling?	B
A:Who should this king understand while reaching out to Tony?	B:Who should this king understand Tony while reaching out to?	A
B:Who should the president ask after cutting ties with Henry?	A:Who should the president ask Henry after cutting ties with?	B
A:Who should that man save after eating with Richard?	B:Who should that man save Richard after eating with?	A
A:Who should that doctor lead after meeting Anna?	B:Who should that doctor lead Anna without meeting?	A
A:What did Tony understand after learning the idea?	B:What did Tony understand the idea after learning?	A
A:Who should Michael join without telling Carl?	B:Who should Michael join Carl without telling?	A
B:What did Michael attack before controlling the city?	A:What did Michael attack the city before controlling?	B
B:What did that brother report after hearing the news?	A:What did that brother report the news after hearing?	B
A:Who should Ruth defeat before fighting with Jerry?	B:Who should Ruth defeat Jerry before fighting with?	A
B:Who should that prince teach after learning something from Helen?	A:Who should that prince teach Helen after learning something from?	B
B:Who should Adam ask before helping Carl?	A:Who should Adam ask Carl before helping?	B
B:What did Adam follow before helping with the plan?	A:What did Adam follow the plan before helping with?	B
B:Who should Catherine save without marrying Jane?	A:Who should Catherine save Jane without marrying?	B
A:Who should Louis care for after raising Ted?	B:Who should Louis care for Ted after raising?	A
B:Who did Louis lead after building the team?	A:Who did Louis lead the team after building?	B
A:Who should that boy beat after throwing the ball to Tony?	B:Who should that boy beat Tony after throwing the ball to?	A
A:What did that boy play with after throwing the ball?	B:What did that boy play with the ball after throwing?	A
A:What did Richard fix after creating the problem?	B:What did Richard fix the problem after creating?	A
A:What did Walter make without using money?	B:What did Walter make money without using?	A
A:Who should Peter ask without telling the story to Carl?	B:Who should Peter ask Carl without telling the story to?	B
B:What did Peter follow without breaking the rule?	A:What did Peter follow the rule without breaking?	B
B:Who should the lady believe after meeting with Victoria?	A:Who should the lady believe Victoria after meeting with?	B
A:What did the lady follow after walking along the road?	B:What did the lady follow the road after walking along?	A
B:Who should that brother tell the fact without lying to Mary?	A:Who should that brother tell Mary the fact without lying to?	B
B:What did that brother build before repairing the bridge?	A:What did that brother build the bridge before repairing?	B
B:Who should Fred meet without talking to Victor?	A:Who should Fred meet Victor without talking to?	B
A:What did Fred make without enjoying the film?	B:What did Fred make the film without enjoying?	A
