correct	incorrect	model_choice
A:Who did the musician who called Maria trust?	B:Who did the musician who called trust Maria?	A
B:Who did the musician who trusted Maria call?	A:Who did the musician who trusted call Maria?	B
B:Who did the doctor who saved her parent love?	A:Who did the doctor who saved love her parent?	B
A:Who did the doctor who loved her parent save?	B:Who did the doctor who loved save her parent?	A
B:Who did this man who protected that friend trust?	A:Who did this man who protected trust that friend?	B
A:Who did this man who trusted that friend follow?	B:Who did this man who trusted follow that friend?	B
B:Who did the judge who saved this army defeat?	A:Who did the judge who saved defeat this army?	B
B:Who did the judge who defeated this army save?	A:Who did the judge who defeated save this army?	B
B:Who did the officer who hit that teacher see?	A:Who did the officer who hit see that teacher?	B
B:Who did the officer who saw that teacher hit?	A:Who did the officer who saw hit that teacher?	B
A:Who did that father who saw Dan defeat?	B:Who did that father who saw defeat Dan?	B
A:Who did that father who defeated Dan see?	B:Who did that father who defeated see Dan?	A
B:What did the brother who supported that army attack?	A:What did the brother who supported attack that army?	B
A:What did the brother who attacked that army support?	B:What did the brother who attacked support that army?	A
A:Who did the politician who selected this leader meet?	B:Who did the politician who selected meet this leader?	A
A:Who did the politician who met this leader select?	B:Who did the politician who met select this leader?	A
A:Who did the lawyer who trusted this student call?	B:Who did the lawyer who trusted call this student?	A
A:Who did the lawyer who called this student trust?	B:Who did the lawyer who called trust this student?	A
A:Who did the soldier who saw the minister talk to?	B:Who did the soldier who saw talk to the minister?	A
A:Who did the soldier who talked to the minister see?	B:Who did the soldier who talked to see the minister?	A
B:Who did the actress who met Sarah defeat?	A:Who did the actress who met defeat Sarah?	B
A:Who did the actress who defeated Sarah meet?	B:Who did the actress who defeated meet Sarah?	A
B:Who did this female player who supported this student like?	A:Who did this female player who supported like this student?	B
B:Who did this female player who liked this student support?	A:Who did this female player who liked support this student?	B
A:Who did the player who talked to his parents support?	B:Who did the player who talked to support his parents?	A
A:Who did the player who supported his parents talk to?	B:Who did the player who supported talk to his parents?	A
A:Who did the writer who found Jane trust?	B:Who did the writer who found trust Jane?	A
B:Who did the writer who trusted Jane find?	A:Who did the writer who trusted find Jane?	B
B:Who did this male professor who selected this child see?	A:Who did this male professor who selected see this child?	B
A:Who did this male professor who saw this child select?	B:Who did this male professor who saw select this child?	A
A:Who did the soldier who watched this president meet?	B:Who did the soldier who watched meet this president?	A
B:Who did the soldier who met this president watch?	A:Who did the soldier who met watch this president?	B
B:Who did the musician who supported Dan recognize?	A:Who did the musician who supported recognize Dan?	B
B:Who did the musician who recognized Dan support?	A:Who did the musician who recognized support Dan?	B
B:Who did the boy who contacted this player trust?	A:Who did the boy who contacted trust this player?	B
A:Who did the boy who trusted this player contact?	B:Who did the boy who trusted contact this player?	A
B:Who did the actress who talked to the players hit?	A:Who did the actress who talked to hit the players?	B
B:Who did the actress who hit the players talk to?	A:Who did the actress who hit talk to the players?	B
A:Who did the manager who saw that man believe?	B:Who did the manager who saw believe that man?	A
A:Who did the manager who believed that man see?	B:Who did the manager who believed see that man?	A
B:Who did that princess who supported this president invite?	A:Who did that princess who supported invite this president?	B
A:Who did that princess who invited this president support?	B:Who did that princess who invited support this president?	A
A:What did the player who supported that team defeat?	B:What did the player who supported defeat that team?	A
A:What did the player who defeated that team support?	B:What did the player who defeated support that team?	A
B:Who did the writer who defeated that coach select?	A:Who did the writer who defeated select that coach?	B
B:Who did the writer who selected that coach defeat?	A:Who did the writer who selected defeat that coach?	B
A:Who did the engineer who liked this president see?	B:Who did the engineer who liked see this president?	A
A:Who did the engineer who saw this president like?	B:Who did the engineer who saw like this president?	A
A:Who did the lawyer who saw this student call?	B:Who did the lawyer who saw call this student?	A
B:Who did the lawyer who called this student see?	A:Who did the lawyer who called see this student?	B
B:Who did the writer who trusted the team support?	A:Who did the writer who trusted support the team?	B
A:Who did the writer who supported the team trust?	B:Who did the writer who supported trust the team?	A
A:Who did the male player who hit the police find?	B:Who did the male player who hit find the police?	B
A:Who did the male player who found the police hit?	B:Who did the male player who found hit the police?	A
B:Who did the director who met this boy hit?	A:Who did the director who met hit this boy?	B
A:Who did the director who hit this boy meet?	B:Who did the director who hit meet this boy?	A
A:Who did the student who hit this woman believe?	B:Who did the student who hit believe this woman?	A
A:Who did the student who believed this woman hit?	B:Who did the student who believed hit this woman?	A
A:Who did the coach who recognized this student injure?	B:Who did the coach who recognized injure this student?	A
B:Who did the coach who injured this student recognize?	A:Who did the coach who injured recognize this student?	B
B:Who did the wife who liked this teacher visit?	A:Who did the wife who liked visit this teacher?	B
B:Who did the wife who visited this teacher like?	A:Who did the wife who visited like this teacher?	B
B:Who did that professor who understood this man hit?	A:Who did that professor who understood hit this man?	B
B:Who did that professor who hit this man understand?	A:Who did that professor who hit understand this man?	B
B:Who did the player who visited that woman marry?	A:Who did the player who visited marry that woman?	B
B:Who did the player who kicked that woman visit?	A:Who did the player who kicked visit that woman?	B
B:Who did the doctor who believed that worker contact?	A:Who did the doctor who believed contact that worker?	B
B:Who did the doctor who contacted that worker believe?	A:Who did the doctor who contacted believe that worker?	B
B:Who did the lawyer who defeated the friend call?	A:Who did the lawyer who defeated call the friend?	B
B:Who did the lawyer who called the friend defeat?	A:Who did the lawyer who called defeat the friend?	B
A:Who did the soldier who called that friend like?	B:Who did the soldier who called like that friend?	A
A:Who did the soldier who liked that friend call?	B:Who did the soldier who liked call that friend?	A
B:Who did the driver who liked the soldier kill?	A:Who did the driver who liked kill the soldier?	B
B:Who did the driver who killed the soldier like?	A:Who did the driver who killed like the soldier?	B
A:Who did the mother who trusted Patrick visit?	B:Who did the mother who trusted visit Patrick?	A
A:Who did the mother who visited Patrick trust?	B:Who did the mother who visited trust Patrick?	A
A:Who did the manager who beat Gary trust?	B:Who did the manager who beat trust Gary?	A
A:Who did the manager who trusted Gary beat?	B:Who did the manager who trusted beat Gary?	A
A:Who did the singer who attacked this player trust?	B:Who did the singer who attacked trust this player?	A
A:Who did the singer who trusted this player attack?	B:Who did the singer who trusted attack this player?	A
A:Who did the manager who contacted the doctor hide?	B:Who did the manager who contacted hide the doctor?	A
A:Who did the manager who hid the doctor contact?	B:Who did the manager who hid contact the doctor?	B
A:Who did the musician who invited the teacher select?	B:Who did the musician who invited select the teacher?	A
B:Who did the musician who selected the teacher invite?	A:Who did the musician who selected invite the teacher?	B
A:Who did the boy who supported that teacher believe?	B:Who did the boy who supported believe that teacher?	A
B:Who did the boy who believed that teacher support?	A:Who did the boy who believed support that teacher?	B
A:Who did the worker who beat Larry trust?	B:Who did the worker who beat trust Larry?	A
A:Who did the worker who trusted Larry beat?	B:Who did the worker who trusted beat Larry?	A
A:Who did that lady who called that soldier save?	B:Who did that lady who called save that soldier?	A
A:Who did that lady who saved that soldier call?	B:Who did that lady who saved call that soldier?	A
A:Who did the artist who trusted that teacher invite?	B:Who did the artist who trusted invite that teacher?	A
B:Who did the artist who invited that teacher trust?	A:Who did the artist who invited trust that teacher?	B
A:Who did that woman who found that student call?	B:Who did that woman who found call that student?	A
A:Who did that woman who called that student find?	B:Who did that woman who called find that student?	B
A:Who did the writer who called the woman find?	B:Who did the writer who called find the woman?	B
B:Who did the writer who found the woman call?	A:Who did the writer who found call the woman?	B
A:Who did this king who watched this child see?	B:Who did this king who watched see this child?	B
B:Who did this king who saw this child watch?	A:Who did this king who saw watch this child?	B
A:Who did this mother who supported that student injure?	B:Who did this mother who supported injure that student?	A
B:Who did this mother who injured that student support?	A:Who did this mother who injured support that student?	B
B:Who did the driver who found Alexander trust?	A:Who did the driver who found trust Alexander?	B
A:Who did the driver who trusted Alexander find?	B:Who did the driver who trusted find Alexander?	A
B:Who did that king who found Charles visit?	A:Who did that king who found visit Charles?	B
A:Who did that king who visited Charles find?	B:Who did that king who visited find Charles?	B
A:Who did the worker who selected the player hit?	B:Who did the worker who selected hit the player?	A
A:Who did the worker who hit the player select?	B:Who did the worker who hit select the player?	A
A:Who did the customer who saved this teacher invite?	B:Who did the customer who saved invite this teacher?	A
A:Who did the customer who invited this teacher save?	B:Who did the customer who invited save this teacher?	A
A:Who did this mother who understood this player trust?	B:Who did this mother who understood trust this player?	A
B:Who did this mother who trusted this player understand?	A:Who did this mother who trusted understand this player?	B
A:Who did those women who called this boy hit?	B:Who did those women who called hit this boy?	A
A:Who did those women who hit this boy call?	B:Who did those women who hit call this boy?	A
A:Who did the politician who loved that minister contact?	B:Who did the politician who loved contact that minister?	A
B:Who did the politician who contacted that minister love?	A:Who did the politician who contacted love that minister?	B
B:Who did the mother who saw this woman love?	A:Who did the mother who saw love this woman?	B
A:Who did the mother who loved this woman see?	B:Who did the mother who loved see this woman?	A
A:Who did the male president who hit this man believe?	B:Who did the male president who hit believe this man?	A
B:Who did the male president who believed this man hit?	A:Who did the male president who believed hit this man?	B
B:Who did this mother who talked to this teacher believe?	A:Who did this mother who talked to believe this teacher?	B
B:Who did this mother who believed this teacher talk to?	A:Who did this mother who believed talk to this teacher?	B
B:Who did the visitor who attacked Ruth beat?	A:Who did the visitor who attacked beat Ruth?	B
A:Who did the visitor who beat Ruth attack?	B:Who did the visitor who beat attack Ruth?	A
B:Who did that female president who watched the teacher like?	A:Who did that female president who watched like the teacher?	B
A:Who did that female president who liked the teacher watch?	B:Who did that female president who liked watch the teacher?	A
A:Who did the writer who saved this friend call?	B:Who did the writer who saved call this friend?	A
A:Who did the writer who called this friend save?	B:Who did the writer who called save this friend?	B
A:Who did the musician who invited Walter visit?	B:Who did the musician who invited visit Walter?	A
A:Who did the musician who visited Walter invite?	B:Who did the musician who visited invite Walter?	B
A:Who did that female professor who kicked Phil trust?	B:Who did that female professor who kicked trust Phil?	A
A:Who did that female professor who trusted Phil marry?	B:Who did that female professor who trusted marry Phil?	A
A:Who did the women who saw the soldier contact?	B:Who did the women who saw contact the soldier?	A
B:Who did the women who contacted the soldier see?	A:Who did the women who contacted see the soldier?	B
A:Who did the officer who supported that man hit?	B:Who did the officer who supported hit that man?	A
A:Who did the officer who hit that man support?	B:Who did the officer who hit support that man?	A
A:Who did the manager who understood Maria visit?	B:Who did the manager who understood visit Maria?	B
A:Who did the manager who visited Maria understand?	B:Who did the manager who visited understand Maria?	A
B:Who did that female president who liked that man marry?	A:Who did that female president who liked marry that man?	B
B:Who did that female president who kicked that man like?	A:Who did that female president who kicked like that man?	B
B:Who did the officer who called James visit?	A:Who did the officer who called visit James?	B
A:Who did the officer who visited James call?	B:Who did the officer who visited call James?	A
A:Who did the artist who talked to this teacher believe?	B:Who did the artist who talked to believe this teacher?	A
A:Who did the artist who believed this teacher talk to?	B:Who did the artist who believed talk to this teacher?	A
A:Who did the lawyer who trusted the children select?	B:Who did the lawyer who trusted select the children?	A
B:Who did the lawyer who selected the children trust?	A:Who did the lawyer who selected trust the children?	B
B:What did that princess who built the project end?	A:What did that princess who built end the project?	B
A:What did that princess who ended the project build?	B:What did that princess who ended build the project?	A
B:What did the lawyer who understood the team attack?	A:What did the lawyer who understood attack the team?	B
A:What did the lawyer who attacked the team understand?	B:What did the lawyer who attacked understand the team?	A
B:Who did the professor who loved the teacher like?	A:Who did the professor who loved like the teacher?	B
B:Who did the professor who liked the teacher love?	A:Who did the professor who liked love the teacher?	B
B:Who did the customer who protected William visit?	A:Who did the customer who protected visit William?	B
A:Who did the customer who visited William follow?	B:Who did the customer who visited follow William?	A
B:Who did the writer who trusted that woman marry?	A:Who did the writer who trusted marry that woman?	B
B:Who did the writer who kicked that woman trust?	A:Who did the writer who kicked trust that woman?	B
B:Who did this female professor who recognized Nick visit?	A:Who did this female professor who recognized visit Nick?	B
A:Who did this female professor who visited Nick recognize?	B:Who did this female professor who visited recognize Nick?	A
B:Who did the lawyer who understood that worker contact?	A:Who did the lawyer who understood contact that worker?	B
B:Who did the lawyer who contacted that worker understand?	A:Who did the lawyer who contacted understand that worker?	B
B:Who did the visitor who believed William trust?	A:Who did the visitor who believed trust William?	B
A:Who did the visitor who trusted William believe?	B:Who did the visitor who trusted believe William?	A
A:Who did the woman who kicked this friend like?	B:Who did the woman who kicked like this friend?	A
B:Who did the woman who liked this friend marry?	A:Who did the woman who liked marry this friend?	B
B:Who did that male professor who invited Nick visit?	A:Who did that male professor who invited visit Nick?	B
A:Who did that male professor who visited Nick invite?	B:Who did that male professor who visited invite Nick?	B
B:Who did the captain who protected the team talk to?	A:Who did the captain who protected talk to the team?	B
B:Who did the captain who talked to the team follow?	A:Who did the captain who talked to follow the team?	B
B:Who did the female professor who invited the student hide?	A:Who did the female professor who invited hide the student?	B
A:Who did the female professor who hid the student invite?	B:Who did the female professor who hid invite the student?	B
B:Who did the writer who trusted this doctor hide?	A:Who did the writer who trusted hide this doctor?	B
A:Who did the writer who hid this doctor trust?	B:Who did the writer who hid trust this doctor?	A
B:Who did the worker who supported the player trust?	A:Who did the worker who supported trust the player?	B
B:Who did the worker who trusted the player support?	A:Who did the worker who trusted support the player?	B
B:Who did the artist who beat that man believe?	A:Who did the artist who beat believe that man?	B
B:Who did the artist who believed that man beat?	A:Who did the artist who believed beat that man?	B
B:Who did the soldier who defeated this man hit?	A:Who did the soldier who defeated hit this man?	B
A:Who did the soldier who hit this man defeat?	B:Who did the soldier who hit defeat this man?	A
