correct	incorrect	model_choice
A:Why does the important team wanna follow the rule?	B:Who does the important team wanna follow the rule?	A
B:Why would the Canadian government wanna support the family?	A:Who would the Canadian government wanna support the family?	B
B:Why will Michael wanna travel to the city?	A:What will Michael wanna travel to the city?	B
A:Why did the important teacher wanna understand the language?	B:Who did the important teacher wanna understand the language?	A
B:When did Elizabeth wanna swim?	A:Who did Elizabeth wanna swim?	B
B:Why will the responsible parent wanna support the team?	A:What will the responsible parent wanna support the team?	B
B:When did Tony wanna travel to the city?	A:What did Tony wanna travel to the city?	B
A:When will Martin wanna arrive?	B:Who will Martin wanna arrive?	A
A:When will Ben wanna wait?	B:Who will Ben wanna wait?	A
B:Where does the happy man wanna find the information?	A:Who does the happy man wanna find the information?	B
A:When does Edward wanna rest?	B:Who does Edward wanna rest?	A
A:Why would the slow member wanna join the party?	B:Who would the slow member wanna join the party?	A
B:Why would the famous woman wanna marry the man?	A:Who would the famous woman wanna marry the man?	B
B:Where does the French student wanna ask them the question?	A:Who does the French student wanna ask them the question?	B
A:Where will the lost teacher wanna meet the team?	B:Who will the lost teacher wanna meet the team?	A
A:When does the old child wanna perform the music?	B:Who does the old child wanna perform the music?	B
A:When will the responsible team wanna attack the enemy?	B:Who will the responsible team wanna attack the enemy?	A
A:How would Philip wanna leave the gift at home?	B:What would Philip wanna leave the gift at home?	A
B:Where does the American boy wanna hit the target?	A:Who does the American boy wanna hit the target?	B
B:How would Tim wanna come early?	A:What would Tim wanna come early?	B
A:Where did the poor student wanna watch the television?	B:Who did the poor student wanna watch the television?	A
A:How does Michael wanna wait?	B:Who does Michael wanna wait?	A
A:When did the poor leader wanna lead the team?	B:Who did the poor leader wanna lead the team?	B
A:How will John wanna leave the gift at home?	B:What will John wanna leave the gift at home?	B
A:How does Tony wanna seat the guest?	B:Who does Tony wanna seat the guest?	A
B:When will the friendly parent wanna help the family?	A:Who will the friendly parent wanna help the family?	B
A:When does the active woman wanna see the game?	B:Who does the active woman wanna see the game?	A
A:When did the fast woman wanna see the game?	B:Who did the fast woman wanna see the game?	A
A:How did Ruth wanna seat the guest?	B:Who did Ruth wanna seat the guest?	A
B:Where would the active coach wanna teach the children?	A:Who would the active coach wanna teach the children?	B
B:Where will the happy professor wanna teach the children?	A:Who will the happy professor wanna teach the children?	B
B:How did Tim wanna seat the guest?	A:Who did Tim wanna seat the guest?	B
A:When will the rich team wanna attack the city?	B:Who will the rich team wanna attack the city?	A
A:How does Walter wanna perform the music?	B:Who does Walter wanna perform the music?	A
A:When did the responsible minister wanna lead the group?	B:Who did the responsible minister wanna lead the group?	B
B:How will Gary wanna swim?	A:Who will Gary wanna swim?	B
B:Why did the fast player wanna reach out to the professor?	A:Who did the fast player wanna reach out to the professor?	B
B:Where did the special actor wanna marry the woman?	A:Who did the special actor wanna marry the woman?	B
A:How does Frank wanna leave the gift at home?	B:What does Frank wanna leave the gift at home?	A
A:Why did the poor leader wanna lead the group?	B:Who did the poor leader wanna lead the group?	A
A:Why will the beautiful player wanna join the team?	B:Who will the beautiful player wanna join the team?	A
A:Why did the same friend wanna call the police?	B:Who did the same friend wanna call the police?	A
A:When would the same friend wanna support the team?	B:Who would the same friend wanna support the team?	A
A:How did Ross wanna work on the project?	B:Who did Ross wanna work on the project?	A
A:Why would the American woman wanna see the film?	B:Who would the American woman wanna see the film?	A
B:When would the Indian student wanna meet the team?	A:Who would the Indian student wanna meet the team?	B
B:How does Alexander wanna leave the gift at home?	A:What does Alexander wanna leave the gift at home?	B
B:How would Oliver wanna come early?	A:What would Oliver wanna come early?	B
A:Why does the friendly student wanna join the party?	B:Who does the friendly student wanna join the party?	A
B:When does the little man wanna see the doctor?	A:Who does the little man wanna see the doctor?	B
A:How does Jonathan wanna lie down?	B:Who does Jonathan wanna lie down?	A
B:When did the rich man wanna marry the woman?	A:Who did the rich man wanna marry the woman?	B
A:When did the happy child wanna watch the film?	B:Who did the happy child wanna watch the film?	B
B:When did the minister wanna lead the team?	A:Who did the minister wanna lead the team?	B
A:How does Maria wanna lie down?	B:Who does Maria wanna lie down?	A
A:When did the Indian player wanna trust the friend?	B:Who did the Indian player wanna trust the friend?	A
B:When does the slow parent wanna help the team?	A:What does the slow parent wanna help the team?	B
B:When does the poor coach wanna teach the students?	A:Who does the poor coach wanna teach the students?	B
B:How would Maria wanna travel?	A:Who would Maria wanna travel?	B
B:How will Frank wanna run the team?	A:Who will Frank wanna run the team?	B
B:How will Adam wanna seat the guest?	A:Who will Adam wanna seat the guest?	B
A:Why does the kind man wanna love the family?	B:Who does the kind man wanna love the family?	A
B:Why does the little friend wanna call the friend?	A:Who does the little friend wanna call the friend?	B
A:Why would the beautiful student wanna call the police?	B:Who would the beautiful student wanna call the police?	A
A:How did Brian wanna wait?	B:Who did Brian wanna wait?	A
B:How would Roger wanna wait?	A:Who would Roger wanna wait?	B
B:Why would the Canadian child wanna ask them the question?	A:Who would the Canadian child wanna ask them the question?	B
B:How does Oliver wanna arrive early?	A:Who does Oliver wanna arrive early?	B
B:How would Michael wanna arrive early?	A:Who would Michael wanna arrive early?	B
B:Why would the same teacher wanna help the team?	A:What would the same teacher wanna help the team?	B
B:Why did the responsible man wanna believe the truth?	A:Who did the responsible man wanna believe the truth?	B
A:Why does the special council wanna support the family?	B:Who does the special council wanna support the family?	A
A:How did Ben wanna come?	B:Who did Ben wanna come?	B
B:How will John wanna rest?	A:Who will John wanna rest?	B
B:How would Alexander wanna arrive early?	A:Who would Alexander wanna arrive early?	B
A:How did Ann wanna lie down?	B:Who did Ann wanna lie down?	A
A:When does the active woman wanna marry the man?	B:Who does the active woman wanna marry the man?	A
B:Where did the French player wanna hit the ball?	A:Who did the French player wanna hit the ball?	B
B:Why would the modern doctor wanna save energy?	A:Who would the modern doctor wanna save energy?	B
B:How did Tim wanna swim?	A:Who did Tim wanna swim?	B
B:How did Dan wanna arrive early?	A:What did Dan wanna arrive early?	B
A:When did the active friend wanna call the police?	B:Who did the active friend wanna call the police?	B
A:How does Roger wanna come?	B:Who does Roger wanna come?	B
A:When does the professional teacher wanna help the child?	B:Who does the professional teacher wanna help the child?	A
B:When did the famous woman wanna love the family?	A:Who did the famous woman wanna love the family?	B
A:How will Roger wanna stay?	B:Who will Roger wanna stay?	A
B:When would the little woman wanna watch the video?	A:Who would the little woman wanna watch the video?	B
A:How does Robert wanna swim?	B:Who does Robert wanna swim?	A
B:When did the active friend wanna support the team?	A:Who did the active friend wanna support the team?	B
B:When will the beautiful team wanna reach out to the man?	A:Who will the beautiful team wanna reach out to the man?	B
A:How would James wanna rest?	B:Who would James wanna rest?	A
B:Where does the European woman wanna watch the game?	A:Who does the European woman wanna watch the game?	B
B:How would Brian wanna leave the gift at home?	A:Who would Brian wanna leave the gift at home?	B
A:When will the American teacher wanna invite the friend?	B:Who will the American teacher wanna invite the friend?	A
B:How does Sarah wanna work on the project?	A:Who does Sarah wanna work on the project?	B
B:How will Jonathan wanna seat the guest?	A:Who will Jonathan wanna seat the guest?	B
A:When will the lost man wanna watch the television?	B:Who will the lost man wanna watch the television?	A
B:How will Tony wanna leave the gift at home?	A:Who will Tony wanna leave the gift at home?	B
B:How does Peter wanna perform the music?	A:Who does Peter wanna perform the music?	B
A:When will the American student wanna find the way?	B:Who will the American student wanna find the way?	B
B:How would you wanna work on the project?	A:Who would you wanna work on the project?	B
B:How will Helen wanna swim?	A:Who will Helen wanna swim?	B
B:How would Jane wanna go?	A:Who would Jane wanna go?	B
A:How did John wanna wait?	B:Who did John wanna wait?	A
B:How would Oliver wanna go?	A:Who would Oliver wanna go?	B
A:How will Ann wanna work on the project?	B:Who will Ann wanna work on the project?	B
A:When will the famous president wanna lead the group?	B:Who will the famous president wanna lead the group?	B
A:When does the French student wanna understand the story?	B:Who does the French student wanna understand the story?	A
A:When does the old parent wanna love the family?	B:Who does the old parent wanna love the family?	A
B:Where did the old president wanna meet the team?	A:Who did the old president wanna meet the team?	B
B:When did the slow friend wanna support the family?	A:Who did the slow friend wanna support the family?	B
A:How did Ross wanna seat the guest?	B:Who did Ross wanna seat the guest?	A
A:How did you wanna perform the music?	B:Who did you wanna perform the music?	A
B:How will Anna wanna perform the music?	A:Who will Anna wanna perform the music?	B
A:When would the professional teacher wanna tell him the story?	B:Who would the professional teacher wanna tell him the story?	B
B:When will the slow student wanna trust the friend?	A:Who will the slow student wanna trust the friend?	B
A:Why did the French player wanna follow the rule?	B:What did the French player wanna follow the rule?	A
A:How does Jane wanna run the team?	B:Who does Jane wanna run the team?	A
B:How will Frank wanna stay outside?	A:What will Frank wanna stay outside?	B
A:How would the special teacher wanna save money?	B:Who would the special teacher wanna save money?	B
B:How will Anna wanna wait?	A:What will Anna wanna wait?	B
A:How did the successful player wanna set the record?	B:Who did the successful player wanna set the record?	B
B:How will Robert wanna run the team?	A:Who will Robert wanna run the team?	B
B:When would the modern student wanna join the committee?	A:Who would the modern student wanna join the committee?	B
A:Where would the leader wanna meet the team?	B:Who would the leader wanna meet the team?	A
A:How does Andy wanna lie down?	B:Who does Andy wanna lie down?	A
B:How would you wanna come?	A:What would you wanna come?	B
A:How did Kelly wanna perform the music?	B:What did Kelly wanna perform the music?	A
B:Where did the poor student wanna call the friend?	A:Who did the poor student wanna call the friend?	B
B:Where would the French teacher wanna call the police?	A:Who would the French teacher wanna call the police?	B
A:Where did Oliver wanna lie down?	B:Who did Oliver wanna lie down?	A
B:When will the Canadian child wanna love the music?	A:Who will the Canadian child wanna love the music?	B
B:Where does Oliver wanna perform the music?	A:What does Oliver wanna perform the music?	B
B:How does Gary wanna stay outside?	A:What does Gary wanna stay outside?	B
B:Where would Peter wanna run the team?	A:Who would Peter wanna run the team?	B
A:Where did Dennis wanna lie down?	B:Who did Dennis wanna lie down?	A
B:Where does the same teacher wanna teach the children?	A:Who does the same teacher wanna teach the children?	B
B:Why will the important president wanna lead the group?	A:Who will the important president wanna lead the group?	B
B:Why does Helen wanna lie down?	A:Who does Helen wanna lie down?	B
B:Where did the little council wanna support the position?	A:What did the little council wanna support the position?	B
B:Why does Tim wanna travel?	A:Who does Tim wanna travel?	B
B:Why will the American player wanna trust the friend?	A:Who will the American player wanna trust the friend?	B
B:Where would Ben wanna lie down?	A:Who would Ben wanna lie down?	B
B:Where would Peter wanna arrive early?	A:What would Peter wanna arrive early?	B
B:Where does Martin wanna wait?	A:What does Martin wanna wait?	B
A:Where would Ruth wanna work on the project?	B:What would Ruth wanna work on the project?	A
A:Where would Bruce wanna walk the dog?	B:Who would Bruce wanna walk the dog?	B
A:Where does the Canadian student wanna see the game?	B:Who does the Canadian student wanna see the game?	A
A:Where would Michael wanna wait?	B:What would Michael wanna wait?	A
A:Where would the American actor wanna marry the woman?	B:Who would the American actor wanna marry the woman?	A
A:Where will the poor student wanna ask them the question?	B:Who will the poor student wanna ask them the question?	B
B:When does the successful friend wanna call the police?	A:Who does the successful friend wanna call the police?	B
B:How did Edward wanna arrive early?	A:What did Edward wanna arrive early?	B
B:Where will Victoria wanna go?	A:What will Victoria wanna go?	B
B:When would the famous police officer wanna find a job?	A:Who would the famous police officer wanna find a job?	B
A:Where would the fast teacher wanna invite the guest?	B:Who would the fast teacher wanna invite the guest?	A
B:When would Ben wanna arrive early?	A:What would Ben wanna arrive early?	B
A:Where does Philip wanna seat the guest?	B:What does Philip wanna seat the guest?	A
B:When will the poor soldier wanna save energy?	A:What will the poor soldier wanna save energy?	B
A:When did the young player wanna join the team?	B:Who did the young player wanna join the team?	A
A:Where does the successful student wanna ask them the question?	B:Who does the successful student wanna ask them the question?	B
B:Where did Anna wanna come?	A:What did Anna wanna come?	B
B:How did Peter wanna walk the dog?	A:Who did Peter wanna walk the dog?	B
A:How will Tim wanna arrive early?	B:What will Tim wanna arrive early?	A
B:How did Roger wanna swim?	A:Who did Roger wanna swim?	B
B:How will Ross wanna arrive early?	A:Who will Ross wanna arrive early?	B
A:When would the beautiful woman wanna believe the truth?	B:Who would the beautiful woman wanna believe the truth?	A
B:When did the old child wanna watch the video?	A:Who did the old child wanna watch the video?	B
B:When did the responsible child wanna ask them the question?	A:Who did the responsible child wanna ask them the question?	B
A:How will Edward wanna swim?	B:Who will Edward wanna swim?	A
B:When would the fast child wanna ask them the question?	A:Who would the fast child wanna ask them the question?	B
B:Where does Philip wanna rest?	A:Who does Philip wanna rest?	B
B:When would the Indian man wanna see the doctor?	A:Who would the Indian man wanna see the doctor?	B
B:Where did Jane wanna run the team?	A:Who did Jane wanna run the team?	B
A:Where did Sarah wanna leave the gift at home?	B:Who did Sarah wanna leave the gift at home?	B
B:Why would the same student wanna ask them the question?	A:Who would the same student wanna ask them the question?	B
B:When will the rich teacher wanna invite the friend?	A:Who will the rich teacher wanna invite the friend?	B
A:Why does the special group wanna reach out to the professor?	B:Who does the special group wanna reach out to the professor?	A
B:Why does the little minister wanna serve the nation?	A:Who does the little minister wanna serve the nation?	B
A:How will Dennis wanna swim?	B:Who will Dennis wanna swim?	A
B:How did Robert wanna work on the project?	A:What did Robert wanna work on the project?	B
A:How would Alexander wanna work on the project?	B:What would Alexander wanna work on the project?	A
B:When will the kind woman wanna marry the man?	A:Who will the kind woman wanna marry the man?	B
B:How did Ted wanna run the team?	A:Who did Ted wanna run the team?	B
A:How will Gary wanna travel?	B:Who will Gary wanna travel?	A
A:Why does the lost government wanna support the team?	B:Who does the lost government wanna support the team?	A
A:How did Ben wanna perform the music?	B:What did Ben wanna perform the music?	A
A:Why did the special army wanna attack the city?	B:What did the special army wanna attack the city?	A
B:Why did Roger wanna leave the gift at home?	A:Who did Roger wanna leave the gift at home?	B
A:Where would the fast student wanna call the friend?	B:Who would the fast student wanna call the friend?	B
A:Where would the happy professor wanna teach the class?	B:Who would the happy professor wanna teach the class?	A
B:Where did the slow player wanna trust the friend?	A:Who did the slow player wanna trust the friend?	B
A:Why would the friendly man wanna hit the target?	B:What would the friendly man wanna hit the target?	A
B:Where will Alexander wanna perform the music?	A:What will Alexander wanna perform the music?	B
B:Where does Robert wanna walk the dog?	A:Who does Robert wanna walk the dog?	B
A:Where does Philip wanna run the group?	B:Who does Philip wanna run the group?	B
B:Where did Tony wanna perform the music?	A:What did Tony wanna perform the music?	B
A:When does the little woman wanna believe the story?	B:Who does the little woman wanna believe the story?	B
B:Where will Mary wanna travel?	A:Who will Mary wanna travel?	B
A:Why does the friendly leader wanna lead the group?	B:Who does the friendly leader wanna lead the group?	B
A:Why would the special player wanna trust the assistant?	B:Who would the special player wanna trust the assistant?	A
A:Where does the woman wanna watch the film?	B:Who does the woman wanna watch the film?	A
B:Why does Roger wanna leave the gift at home?	A:Who does Roger wanna leave the gift at home?	B
B:Where does the modern child wanna ask them the question?	A:Who does the modern child wanna ask them the question?	B
B:Where would the special student wanna call the police?	A:Who would the special student wanna call the police?	B
A:Where would the special child wanna watch the game?	B:Who would the special child wanna watch the game?	B
B:Why did Bruce wanna go?	A:Who did Bruce wanna go?	B
A:Why did the little boy wanna serve the nation?	B:Who did the little boy wanna serve the nation?	A
A:Why will the poor professor wanna teach us the language?	B:Who will the poor professor wanna teach us the language?	B
B:Where will Jane wanna arrive early?	A:Who will Jane wanna arrive early?	B
B:Where does Helen wanna wait?	A:What does Helen wanna wait?	B
B:How does Jane wanna travel?	A:Who does Jane wanna travel?	B
A:How will Tim wanna lie down?	B:Who will Tim wanna lie down?	B
B:Why did Ruth wanna wait?	A:What did Ruth wanna wait?	B
B:Where would the same student wanna meet the team?	A:Who would the same student wanna meet the team?	B
A:Where would Ted wanna perform the music?	B:What would Ted wanna perform the music?	A
A:Where did the beautiful friend wanna support the team?	B:What did the beautiful friend wanna support the team?	A
B:How will Philip wanna work on the project?	A:What will Philip wanna work on the project?	B
A:Why does the American man wanna marry the woman?	B:Who does the American man wanna marry the woman?	A
B:How does the same parent wanna help the family?	A:Who does the same parent wanna help the family?	B
B:How will the same player wanna hit the ball?	A:What will the same player wanna hit the ball?	B
B:Why will Larry wanna go?	A:Who will Larry wanna go?	B
B:How would the soldier wanna save money?	A:Who would the soldier wanna save money?	B
B:How did the Australian child wanna follow the order?	A:What did the Australian child wanna follow the order?	B
B:Why will the old woman wanna find the way?	A:Who will the old woman wanna find the way?	B
B:How did the Indian man wanna see the film?	A:Who did the Indian man wanna see the film?	B
A:Why will the little man wanna hit the target?	B:What will the little man wanna hit the target?	A
A:Why will Norman wanna come?	B:What will Norman wanna come?	A
A:How did the happy teacher wanna ask the students the question?	B:Who did the happy teacher wanna ask the students the question?	A
B:How does the responsible council wanna support the family?	A:Who does the responsible council wanna support the family?	B
A:How will Ben wanna rest?	B:Who will Ben wanna rest?	A
B:Why did the old student wanna watch the game?	A:Who did the old student wanna watch the game?	B
A:Why did the friendly soldier wanna save energy?	B:What did the friendly soldier wanna save energy?	A
B:How does John wanna walk the dog?	A:Who does John wanna walk the dog?	B
B:Why would Jane wanna travel?	A:Who would Jane wanna travel?	B
B:Why will the kind captain wanna lead the group?	A:Who will the kind captain wanna lead the group?	B
B:Why will Robert wanna swim?	A:Who will Robert wanna swim?	B
A:Why does Mary wanna travel?	B:Who does Mary wanna travel?	A
B:Why would Walter wanna work on the project?	A:Who would Walter wanna work on the project?	B
A:Why does the poor soldier wanna serve the people?	B:Who does the poor soldier wanna serve the people?	A
B:When would the modern student wanna trust the friend?	A:Who would the modern student wanna trust the friend?	B
B:Why did Tim wanna go?	A:Who did Tim wanna go?	B
B:Why did Tony wanna wait?	A:Who did Tony wanna wait?	B
A:Why would Tony wanna work on the project?	B:What would Tony wanna work on the project?	A
A:Why will Dennis wanna come?	B:What will Dennis wanna come?	A
A:When will the little soldier wanna attack the enemy?	B:What will the little soldier wanna attack the enemy?	A
A:Why did Jonathan wanna come?	B:What did Jonathan wanna come?	A
A:Why does Mary wanna come?	B:What does Mary wanna come?	A
A:Why will Sarah wanna swim?	B:Who will Sarah wanna swim?	A
B:Why will Gary wanna run the group?	A:Who will Gary wanna run the group?	B
B:Why did Norman wanna travel?	A:Who did Norman wanna travel?	B
B:Why did James wanna walk the dog?	A:Who did James wanna walk the dog?	B
A:When did the beautiful woman wanna marry the man?	B:Who did the beautiful woman wanna marry the man?	A
A:When does the professional doctor wanna understand the story?	B:Who does the professional doctor wanna understand the story?	B
A:Why did Tony wanna work on the project?	B:What did Tony wanna work on the project?	A
A:When did the European team wanna follow the plan?	B:What did the European team wanna follow the plan?	A
B:Why did Elizabeth wanna come?	A:What did Elizabeth wanna come?	B
B:Why did Sarah wanna travel?	A:Who did Sarah wanna travel?	B
B:Why did Elizabeth wanna go?	A:Who did Elizabeth wanna go?	B
A:Why did Maria wanna walk the dog?	B:Who did Maria wanna walk the dog?	A
