correct	incorrect	model_choice
B:When will the player wanna join the team?	A:Who will the player wanna join the team?	B
A:Where did the responsible officer wanna serve the nation?	B:Who did the responsible officer wanna serve the nation?	A
A:Why did Bill wanna work on the project?	B:Who did Bill wanna work on the project?	A
A:Why would the professional teacher wanna help the student?	B:Who would the professional teacher wanna help the student?	A
A:Why did the rich player wanna join the team?	B:Who did the rich player wanna join the team?	A
B:Where does the poor woman wanna watch the video?	A:Who does the poor woman wanna watch the video?	B
B:How will Roger wanna arrive?	A:Who will Roger wanna arrive?	B
B:Why did the famous man wanna see the doctor?	A:Who did the famous man wanna see the doctor?	B
A:Why does Mary wanna leave the gift at home?	B:What does Mary wanna leave the gift at home?	A
A:Why would Bill wanna leave the gift at home?	B:What would Bill wanna leave the gift at home?	A
B:How would Brian wanna arrive?	A:Who would Brian wanna arrive?	B
A:Where did Catherine wanna stay?	B:Who did Catherine wanna stay?	A
B:Why would Dennis wanna stay?	A:Who would Dennis wanna stay?	B
B:Why will the old worker wanna serve the government?	A:Who will the old worker wanna serve the government?	B
A:How did Edward wanna travel?	B:Who did Edward wanna travel?	A
B:Where will Anna wanna lie down?	A:Who will Anna wanna lie down?	B
B:Why will the old president wanna lead the group?	A:Who will the old president wanna lead the group?	B
A:How does Robert wanna perform the music?	B:Who does Robert wanna perform the music?	A
B:Why would the special man wanna see the game?	A:Who would the special man wanna see the game?	B
B:How will Kelly wanna go?	A:Who will Kelly wanna go?	B
A:Why would the responsible teacher wanna believe the news?	B:Who would the responsible teacher wanna believe the news?	A
A:Why will the lost friend wanna help the family?	B:Who will the lost friend wanna help the family?	A
A:How will Ann wanna travel to the city?	B:What will Ann wanna travel to the city?	A
A:Why does Ruth wanna walk the dog?	B:Who does Ruth wanna walk the dog?	A
B:Why does the Australian player wanna trust the friend?	A:Who does the Australian player wanna trust the friend?	B
A:Where would the same actor wanna marry the woman?	B:Who would the same actor wanna marry the woman?	A
B:Why does the French student wanna believe the story?	A:Who does the French student wanna believe the story?	B
B:Why would Adam wanna wait?	A:Who would Adam wanna wait?	B
B:Why will the famous teacher wanna save energy?	A:Who will the famous teacher wanna save energy?	B
B:Where did the Indian woman wanna watch the game?	A:Who did the Indian woman wanna watch the game?	B
A:Why does the special leader wanna lead the team?	B:Who does the special leader wanna lead the team?	A
A:How did Frank wanna wait?	B:Who did Frank wanna wait?	A
B:How did Larry wanna arrive?	A:Who did Larry wanna arrive?	B
B:How does Sarah wanna perform the music?	A:Who does Sarah wanna perform the music?	B
A:Why did the same soldier wanna attack the enemy?	B:Who did the same soldier wanna attack the enemy?	A
B:Where will the friendly student wanna meet the team?	A:Who will the friendly student wanna meet the team?	B
A:How will Bruce wanna swim?	B:Who will Bruce wanna swim?	A
A:When will Bill wanna arrive?	B:Who will Bill wanna arrive?	A
A:Why will the Canadian woman wanna believe the news?	B:Who will the Canadian woman wanna believe the news?	A
B:When will Victoria wanna stay?	A:Who will Victoria wanna stay?	B
A:Why does the important doctor wanna understand the story?	B:Who does the important doctor wanna understand the story?	A
B:When did the professional woman wanna believe the truth?	A:Who did the professional woman wanna believe the truth?	B
B:When does the Indian member wanna join the team?	A:Who does the Indian member wanna join the team?	B
B:When will John wanna wait?	A:Who will John wanna wait?	B
B:When will Martin wanna go?	A:Who will Martin wanna go?	B
B:Where did the European teacher wanna call the friend?	A:Who did the European teacher wanna call the friend?	B
B:When would Jane wanna walk the dog?	A:Who would Jane wanna walk the dog?	B
A:When does the responsible friend wanna support the position?	B:Who does the responsible friend wanna support the position?	A
A:Where would the slow student wanna trust the assistant?	B:Who would the slow student wanna trust the assistant?	A
A:When does Ruth wanna wait?	B:Who does Ruth wanna wait?	A
B:How would Larry wanna wait?	A:Who would Larry wanna wait?	B
B:Where will the modern student wanna follow the order?	A:Who will the modern student wanna follow the order?	B
A:Why will the rich teacher wanna tell him the story?	B:Who will the rich teacher wanna tell him the story?	A
B:How does Ben wanna go?	A:Who does Ben wanna go?	B
B:Where does the famous player wanna reach out to the professor?	A:Who does the famous player wanna reach out to the professor?	B
A:How does Anna wanna travel?	B:Who does Anna wanna travel?	A
A:Where did the kind leader wanna invite the friend?	B:Who did the kind leader wanna invite the friend?	A
B:How will Tony wanna seat the guest?	A:Who will Tony wanna seat the guest?	B
A:Why did Kelly wanna travel?	B:Who did Kelly wanna travel?	A
B:Why does the professional team wanna reach out to the professor?	A:Who does the professional team wanna reach out to the professor?	B
B:How does Bill wanna go?	A:Who does Bill wanna go?	B
A:When does the poor member wanna join the party?	B:Who does the poor member wanna join the party?	A
B:Where did the special student wanna call the friend?	A:Who did the special student wanna call the friend?	B
A:Why will the special player wanna reach out to the professor?	B:Who will the special player wanna reach out to the professor?	A
A:Why would the young team wanna attack the enemy?	B:Who would the young team wanna attack the enemy?	A
B:How did Gary wanna perform the music?	A:Who did Gary wanna perform the music?	B
A:How will Elizabeth wanna wait?	B:Who will Elizabeth wanna wait?	A
A:When did the Canadian student wanna see the film?	B:Who did the Canadian student wanna see the film?	A
B:How does Ted wanna rest?	A:Who does Ted wanna rest?	B
A:Where would the kind professor wanna teach the students?	B:Who would the kind professor wanna teach the students?	A
B:Why will Tony wanna lie down?	A:Who will Tony wanna lie down?	B
A:Why does the important team wanna follow the rule?	B:Who does the important team wanna follow the rule?	A
A:Why would the Canadian government wanna support the family?	B:Who would the Canadian government wanna support the family?	A
B:Why will Michael wanna travel to the city?	A:What will Michael wanna travel to the city?	B
A:Why did the important teacher wanna understand the language?	B:Who did the important teacher wanna understand the language?	A
B:When did Elizabeth wanna swim?	A:Who did Elizabeth wanna swim?	B
B:Why will the responsible parent wanna support the team?	A:What will the responsible parent wanna support the team?	B
A:When did Tony wanna travel to the city?	B:What did Tony wanna travel to the city?	A
B:When will Martin wanna arrive?	A:Who will Martin wanna arrive?	B
A:When will Ben wanna wait?	B:Who will Ben wanna wait?	A
A:Where does the happy man wanna find the information?	B:Who does the happy man wanna find the information?	A
B:When does Edward wanna rest?	A:Who does Edward wanna rest?	B
B:Why would the slow member wanna join the party?	A:Who would the slow member wanna join the party?	B
A:Why would the famous woman wanna marry the man?	B:Who would the famous woman wanna marry the man?	A
A:Where does the French student wanna ask them the question?	B:Who does the French student wanna ask them the question?	A
B:Where will the lost teacher wanna meet the team?	A:Who will the lost teacher wanna meet the team?	B
B:When does the old child wanna perform the music?	A:Who does the old child wanna perform the music?	B
B:When will the responsible team wanna attack the enemy?	A:Who will the responsible team wanna attack the enemy?	B
A:How would Philip wanna leave the gift at home?	B:What would Philip wanna leave the gift at home?	A
A:Where does the American boy wanna hit the target?	B:Who does the American boy wanna hit the target?	A
A:How would Tim wanna come early?	B:What would Tim wanna come early?	A
B:Where did the poor student wanna watch the television?	A:Who did the poor student wanna watch the television?	B
A:How does Michael wanna wait?	B:Who does Michael wanna wait?	A
A:When did the poor leader wanna lead the team?	B:Who did the poor leader wanna lead the team?	A
A:How will John wanna leave the gift at home?	B:What will John wanna leave the gift at home?	A
A:How does Tony wanna seat the guest?	B:Who does Tony wanna seat the guest?	A
A:When will the friendly parent wanna help the family?	B:Who will the friendly parent wanna help the family?	A
A:When does the active woman wanna see the game?	B:Who does the active woman wanna see the game?	A
A:When did the fast woman wanna see the game?	B:Who did the fast woman wanna see the game?	A
B:How did Ruth wanna seat the guest?	A:Who did Ruth wanna seat the guest?	B
A:Where would the active coach wanna teach the children?	B:Who would the active coach wanna teach the children?	A
B:Where will the happy professor wanna teach the children?	A:Who will the happy professor wanna teach the children?	B
A:How did Tim wanna seat the guest?	B:Who did Tim wanna seat the guest?	A
B:When will the rich team wanna attack the city?	A:Who will the rich team wanna attack the city?	B
A:How does Walter wanna perform the music?	B:Who does Walter wanna perform the music?	A
A:When did the responsible minister wanna lead the group?	B:Who did the responsible minister wanna lead the group?	A
B:How will Gary wanna swim?	A:Who will Gary wanna swim?	B
A:Why did the fast player wanna reach out to the professor?	B:Who did the fast player wanna reach out to the professor?	A
B:Where did the special actor wanna marry the woman?	A:Who did the special actor wanna marry the woman?	B
A:How does Frank wanna leave the gift at home?	B:What does Frank wanna leave the gift at home?	A
A:Why did the poor leader wanna lead the group?	B:Who did the poor leader wanna lead the group?	A
A:Why will the beautiful player wanna join the team?	B:Who will the beautiful player wanna join the team?	A
B:Why did the same friend wanna call the police?	A:Who did the same friend wanna call the police?	B
A:When would the same friend wanna support the team?	B:Who would the same friend wanna support the team?	A
B:How did Ross wanna work on the project?	A:Who did Ross wanna work on the project?	B
B:Why would the American woman wanna see the film?	A:Who would the American woman wanna see the film?	B
B:When would the Indian student wanna meet the team?	A:Who would the Indian student wanna meet the team?	B
B:How does Alexander wanna leave the gift at home?	A:What does Alexander wanna leave the gift at home?	B
A:How would Oliver wanna come early?	B:What would Oliver wanna come early?	A
B:Why does the friendly student wanna join the party?	A:Who does the friendly student wanna join the party?	B
B:When does the little man wanna see the doctor?	A:Who does the little man wanna see the doctor?	B
B:How does Jonathan wanna lie down?	A:Who does Jonathan wanna lie down?	B
A:When did the rich man wanna marry the woman?	B:Who did the rich man wanna marry the woman?	A
A:When did the happy child wanna watch the film?	B:Who did the happy child wanna watch the film?	A
A:When did the minister wanna lead the team?	B:Who did the minister wanna lead the team?	A
B:How does Maria wanna lie down?	A:Who does Maria wanna lie down?	B
B:When did the Indian player wanna trust the friend?	A:Who did the Indian player wanna trust the friend?	B
A:When does the slow parent wanna help the team?	B:What does the slow parent wanna help the team?	A
A:When does the poor coach wanna teach the students?	B:Who does the poor coach wanna teach the students?	A
A:How would Maria wanna travel?	B:Who would Maria wanna travel?	A
A:How will Frank wanna run the team?	B:Who will Frank wanna run the team?	A
A:How will Adam wanna seat the guest?	B:Who will Adam wanna seat the guest?	A
B:Why does the kind man wanna love the family?	A:Who does the kind man wanna love the family?	B
A:Why does the little friend wanna call the friend?	B:Who does the little friend wanna call the friend?	A
A:Why would the beautiful student wanna call the police?	B:Who would the beautiful student wanna call the police?	A
B:How did Brian wanna wait?	A:Who did Brian wanna wait?	B
A:How would Roger wanna wait?	B:Who would Roger wanna wait?	A
A:Why would the Canadian child wanna ask them the question?	B:Who would the Canadian child wanna ask them the question?	A
A:How does Oliver wanna arrive early?	B:Who does Oliver wanna arrive early?	A
A:How would Michael wanna arrive early?	B:Who would Michael wanna arrive early?	A
B:Why would the same teacher wanna help the team?	A:What would the same teacher wanna help the team?	B
A:Why did the responsible man wanna believe the truth?	B:Who did the responsible man wanna believe the truth?	A
B:Why does the special council wanna support the family?	A:Who does the special council wanna support the family?	B
A:How did Ben wanna come?	B:Who did Ben wanna come?	A
A:How will John wanna rest?	B:Who will John wanna rest?	A
B:How would Alexander wanna arrive early?	A:Who would Alexander wanna arrive early?	B
A:How did Ann wanna lie down?	B:Who did Ann wanna lie down?	A
A:When does the active woman wanna marry the man?	B:Who does the active woman wanna marry the man?	A
B:Where did the French player wanna hit the ball?	A:Who did the French player wanna hit the ball?	B
B:Why would the modern doctor wanna save energy?	A:Who would the modern doctor wanna save energy?	B
A:How did Tim wanna swim?	B:Who did Tim wanna swim?	A
B:How did Dan wanna arrive early?	A:What did Dan wanna arrive early?	B
A:When did the active friend wanna call the police?	B:Who did the active friend wanna call the police?	A
A:How does Roger wanna come?	B:Who does Roger wanna come?	A
B:When does the professional teacher wanna help the child?	A:Who does the professional teacher wanna help the child?	B
B:When did the famous woman wanna love the family?	A:Who did the famous woman wanna love the family?	B
B:How will Roger wanna stay?	A:Who will Roger wanna stay?	B
B:When would the little woman wanna watch the video?	A:Who would the little woman wanna watch the video?	B
A:How does Robert wanna swim?	B:Who does Robert wanna swim?	A
A:When did the active friend wanna support the team?	B:Who did the active friend wanna support the team?	A
A:When will the beautiful team wanna reach out to the man?	B:Who will the beautiful team wanna reach out to the man?	A
B:How would James wanna rest?	A:Who would James wanna rest?	B
B:Where does the European woman wanna watch the game?	A:Who does the European woman wanna watch the game?	B
A:How would Brian wanna leave the gift at home?	B:Who would Brian wanna leave the gift at home?	A
A:When will the American teacher wanna invite the friend?	B:Who will the American teacher wanna invite the friend?	A
A:How does Sarah wanna work on the project?	B:Who does Sarah wanna work on the project?	A
A:How will Jonathan wanna seat the guest?	B:Who will Jonathan wanna seat the guest?	A
B:When will the lost man wanna watch the television?	A:Who will the lost man wanna watch the television?	B
A:How will Tony wanna leave the gift at home?	B:Who will Tony wanna leave the gift at home?	A
A:How does Peter wanna perform the music?	B:Who does Peter wanna perform the music?	A
A:When will the American student wanna find the way?	B:Who will the American student wanna find the way?	A
B:How would you wanna work on the project?	A:Who would you wanna work on the project?	B
B:How will Helen wanna swim?	A:Who will Helen wanna swim?	B
A:How would Jane wanna go?	B:Who would Jane wanna go?	A
B:How did John wanna wait?	A:Who did John wanna wait?	B
B:How would Oliver wanna go?	A:Who would Oliver wanna go?	B
B:How will Ann wanna work on the project?	A:Who will Ann wanna work on the project?	B
B:When will the famous president wanna lead the group?	A:Who will the famous president wanna lead the group?	B
A:When does the French student wanna understand the story?	B:Who does the French student wanna understand the story?	A
A:When does the old parent wanna love the family?	B:Who does the old parent wanna love the family?	A
A:Where did the old president wanna meet the team?	B:Who did the old president wanna meet the team?	A
B:When did the slow friend wanna support the family?	A:Who did the slow friend wanna support the family?	B
A:How did Ross wanna seat the guest?	B:Who did Ross wanna seat the guest?	A
A:How did you wanna perform the music?	B:Who did you wanna perform the music?	A
B:How will Anna wanna perform the music?	A:Who will Anna wanna perform the music?	B
A:When would the professional teacher wanna tell him the story?	B:Who would the professional teacher wanna tell him the story?	A
B:When will the slow student wanna trust the friend?	A:Who will the slow student wanna trust the friend?	B
A:Why did the French player wanna follow the rule?	B:What did the French player wanna follow the rule?	A
A:How does Jane wanna run the team?	B:Who does Jane wanna run the team?	A
B:How will Frank wanna stay outside?	A:What will Frank wanna stay outside?	B
B:How would the special teacher wanna save money?	A:Who would the special teacher wanna save money?	B
A:How will Anna wanna wait?	B:What will Anna wanna wait?	A
B:How did the successful player wanna set the record?	A:Who did the successful player wanna set the record?	B
A:How will Robert wanna run the team?	B:Who will Robert wanna run the team?	A
B:When would the modern student wanna join the committee?	A:Who would the modern student wanna join the committee?	B
A:Where would the leader wanna meet the team?	B:Who would the leader wanna meet the team?	A
A:How does Andy wanna lie down?	B:Who does Andy wanna lie down?	A
A:How would you wanna come?	B:What would you wanna come?	A
A:How did Kelly wanna perform the music?	B:What did Kelly wanna perform the music?	A
B:Where did the poor student wanna call the friend?	A:Who did the poor student wanna call the friend?	B
B:Where would the French teacher wanna call the police?	A:Who would the French teacher wanna call the police?	B
B:Where did Oliver wanna lie down?	A:Who did Oliver wanna lie down?	B
B:When will the Canadian child wanna love the music?	A:Who will the Canadian child wanna love the music?	B
A:Where does Oliver wanna perform the music?	B:What does Oliver wanna perform the music?	A
A:How does Gary wanna stay outside?	B:What does Gary wanna stay outside?	A
A:Where would Peter wanna run the team?	B:Who would Peter wanna run the team?	A
A:Where did Dennis wanna lie down?	B:Who did Dennis wanna lie down?	A
B:Where does the same teacher wanna teach the children?	A:Who does the same teacher wanna teach the children?	B
B:Why will the important president wanna lead the group?	A:Who will the important president wanna lead the group?	B
B:Why does Helen wanna lie down?	A:Who does Helen wanna lie down?	B
B:Where did the little council wanna support the position?	A:What did the little council wanna support the position?	B
B:Why does Tim wanna travel?	A:Who does Tim wanna travel?	B
A:Why will the American player wanna trust the friend?	B:Who will the American player wanna trust the friend?	A
A:Where would Ben wanna lie down?	B:Who would Ben wanna lie down?	A
B:Where would Peter wanna arrive early?	A:What would Peter wanna arrive early?	B
B:Where does Martin wanna wait?	A:What does Martin wanna wait?	B
A:Where would Ruth wanna work on the project?	B:What would Ruth wanna work on the project?	A
B:Where would Bruce wanna walk the dog?	A:Who would Bruce wanna walk the dog?	B
B:Where does the Canadian student wanna see the game?	A:Who does the Canadian student wanna see the game?	B
B:Where would Michael wanna wait?	A:What would Michael wanna wait?	B
B:Where would the American actor wanna marry the woman?	A:Who would the American actor wanna marry the woman?	B
B:Where will the poor student wanna ask them the question?	A:Who will the poor student wanna ask them the question?	B
B:When does the successful friend wanna call the police?	A:Who does the successful friend wanna call the police?	B
A:How did Edward wanna arrive early?	B:What did Edward wanna arrive early?	A
B:Where will Victoria wanna go?	A:What will Victoria wanna go?	B
B:When would the famous police officer wanna find a job?	A:Who would the famous police officer wanna find a job?	B
A:Where would the fast teacher wanna invite the guest?	B:Who would the fast teacher wanna invite the guest?	A
B:When would Ben wanna arrive early?	A:What would Ben wanna arrive early?	B
A:Where does Philip wanna seat the guest?	B:What does Philip wanna seat the guest?	A
A:When will the poor soldier wanna save energy?	B:What will the poor soldier wanna save energy?	A
B:When did the young player wanna join the team?	A:Who did the young player wanna join the team?	B
A:Where does the successful student wanna ask them the question?	B:Who does the successful student wanna ask them the question?	A
A:Where did Anna wanna come?	B:What did Anna wanna come?	A
A:How did Peter wanna walk the dog?	B:Who did Peter wanna walk the dog?	A
A:How will Tim wanna arrive early?	B:What will Tim wanna arrive early?	A
A:How did Roger wanna swim?	B:Who did Roger wanna swim?	A
A:How will Ross wanna arrive early?	B:Who will Ross wanna arrive early?	A
A:When would the beautiful woman wanna believe the truth?	B:Who would the beautiful woman wanna believe the truth?	A
A:When did the old child wanna watch the video?	B:Who did the old child wanna watch the video?	A
B:When did the responsible child wanna ask them the question?	A:Who did the responsible child wanna ask them the question?	B
A:How will Edward wanna swim?	B:Who will Edward wanna swim?	A
B:When would the fast child wanna ask them the question?	A:Who would the fast child wanna ask them the question?	B
A:Where does Philip wanna rest?	B:Who does Philip wanna rest?	A
B:When would the Indian man wanna see the doctor?	A:Who would the Indian man wanna see the doctor?	B
A:Where did Jane wanna run the team?	B:Who did Jane wanna run the team?	A
B:Where did Sarah wanna leave the gift at home?	A:Who did Sarah wanna leave the gift at home?	B
B:Why would the same student wanna ask them the question?	A:Who would the same student wanna ask them the question?	B
A:When will the rich teacher wanna invite the friend?	B:Who will the rich teacher wanna invite the friend?	A
A:Why does the special group wanna reach out to the professor?	B:Who does the special group wanna reach out to the professor?	A
B:Why does the little minister wanna serve the nation?	A:Who does the little minister wanna serve the nation?	B
B:How will Dennis wanna swim?	A:Who will Dennis wanna swim?	B
B:How did Robert wanna work on the project?	A:What did Robert wanna work on the project?	B
B:How would Alexander wanna work on the project?	A:What would Alexander wanna work on the project?	B
A:When will the kind woman wanna marry the man?	B:Who will the kind woman wanna marry the man?	A
A:How did Ted wanna run the team?	B:Who did Ted wanna run the team?	A
A:How will Gary wanna travel?	B:Who will Gary wanna travel?	A
B:Why does the lost government wanna support the team?	A:Who does the lost government wanna support the team?	B
B:How did Ben wanna perform the music?	A:What did Ben wanna perform the music?	B
