correct	incorrect	model_choice
B:Anna writes that the man who attacks Anna talks to himself.	A:Anna writes that the man who attacks Anna talks to herself.	B
A:Thomas writes that the mother who attacks Thomas talks to herself.	B:Thomas writes that the mother who attacks Thomas talks to himself.	A
A:Alexander sees that Dennis's mother saves herself.	B:Alexander sees that Dennis's mother saves himself.	A
B:The princess sees that Maria's uncle saves himself.	A:The princess sees that Maria's uncle saves herself.	B
B:The princess sees that the boy who serves the princess introduces himself to others.	A:The princess sees that the boy who serves the princess introduces herself to others.	B
A:Alexander sees that the female professor who serves Alexander introduces herself to others.	B:Alexander sees that the female professor who serves Alexander introduces himself to others.	A
A:Alexander says that Ben's wife hides herself from the enemy.	B:Alexander says that Ben's wife hides himself from the enemy.	A
A:The lady says that Elizabeth's father hides himself from the enemy.	B:The lady says that Elizabeth's father hides herself from the enemy.	A
B:The lady says that the male president who invites the lady attacks himself.	A:The lady says that the male president who invites the lady attacks herself.	B
A:Alexander says that the princess who invites Alexander attacks herself.	B:Alexander says that the princess who invites Alexander attacks himself.	A
A:Anthony feels that Bill's wife sees herself appear on screen.	B:Anthony feels that Bill's wife sees himself appear on screen.	A
B:Elizabeth feels that Jane's husband sees himself appear on screen.	A:Elizabeth feels that Jane's husband sees herself appear on screen.	B
A:Elizabeth feels that the father who sees Elizabeth protects himself.	B:Elizabeth feels that the father who sees Elizabeth protects herself.	A
A:Anthony feels that the female professor who sees Anthony protects herself.	B:Anthony feels that the female professor who sees Anthony protects himself.	A
B:Ben thinks that William's daughter watches herself in the video.	A:Ben thinks that William's daughter watches himself in the video.	B
B:Elizabeth thinks that Elizabeth's brother watches himself in the video.	A:Elizabeth thinks that Elizabeth's brother watches herself in the video.	B
B:Elizabeth thinks that the king who watches Elizabeth introduces himself to others.	A:Elizabeth thinks that the king who watches Elizabeth introduces herself to others.	B
B:Ben thinks that the female professor who watches Ben introduces herself to others.	A:Ben thinks that the female professor who watches Ben introduces himself to others.	B
A:Ben learns that James's mother trusts herself.	B:Ben learns that James's mother trusts himself.	A
A:Elizabeth learns that Ruth's husband trusts himself.	B:Elizabeth learns that Ruth's husband trusts herself.	A
B:Sarah reports that the king who meets Sarah hides himself from the enemy.	A:Sarah reports that the king who meets Sarah hides herself from the enemy.	B
B:Louis reports that the female doctor who meets Louis hides herself from the enemy.	A:Louis reports that the female doctor who meets Louis hides himself from the enemy.	B
A:Thomas claims that Charles's mother is defending herself.	B:Thomas claims that Charles's mother is defending himself.	A
A:Kelly claims that Ann's husband is defending himself.	B:Kelly claims that Ann's husband is defending herself.	A
B:Kelly claims that the king who hits Kelly is defending himself.	A:Kelly claims that the king who hits Kelly is defending herself.	B
A:Thomas claims that the daughter who hits Thomas is defending herself.	B:Thomas claims that the daughter who hits Thomas is defending himself.	A
A:Lawrence writes that Nick's daughter beats herself.	B:Lawrence writes that Nick's daughter beats himself.	A
A:The wife writes that Sarah's uncle beats himself.	B:The wife writes that Sarah's uncle beats herself.	A
B:The wife writes that the brother who likes the wife supports himself.	A:The wife writes that the brother who likes the wife supports herself.	B
A:Lawrence writes that the daughter who beats Lawrence supports herself.	B:Lawrence writes that the daughter who beats Lawrence supports himself.	A
A:Fred says that Roger's daughter introduces herself to others.	B:Fred says that Roger's daughter introduces himself to others.	A
A:The lady says that Jane's son introduces himself to others.	B:The lady says that Jane's son introduces herself to others.	A
A:John sees that Oliver's sister trains herself.	B:John sees that Oliver's sister trains himself.	A
A:The mother sees that Anna's father trains himself.	B:The mother sees that Anna's father trains herself.	A
B:The mother sees that the prince who trains the mother asks himself a question.	A:The mother sees that the prince who trains the mother asks herself a question.	B
A:John sees that the female player who trains John asks herself a question.	B:John sees that the female player who trains John asks himself a question.	A
A:Martin understands that Steve's mother enjoys herself in the park.	B:Martin understands that Steve's mother enjoys himself in the park.	A
A:The girl understands that Sarah's brother enjoys himself in the park.	B:The girl understands that Sarah's brother enjoys herself in the park.	A
A:The girl understands that the male player who likes the girl attacks himself.	B:The girl understands that the male player who likes the girl attacks herself.	A
A:Martin understands that the wife who likes Martin attacks herself.	B:Martin understands that the wife who likes Martin attacks himself.	A
B:John explains that Larry's mother sees herself appear on screen.	A:John explains that Larry's mother sees himself appear on screen.	B
A:The female doctor explains that Anna's husband sees himself appear on screen.	B:The female doctor explains that Anna's husband sees herself appear on screen.	A
A:The female doctor explains that the prince who sees the female doctor respects himself.	B:The female doctor explains that the prince who sees the female doctor respects herself.	A
B:John explains that the mother who sees John respects herself.	A:John explains that the mother who sees John respects himself.	B
A:James feels that Charlie's wife supports herself.	B:James feels that Charlie's wife supports himself.	A
A:The female doctor feels that Catherine's son supports himself.	B:The female doctor feels that Catherine's son supports herself.	A
B:The female doctor feels that the man who helps the female doctor supports himself.	A:The female doctor feels that the man who helps the female doctor supports herself.	B
A:James feels that the daughter who helps James supports herself.	B:James feels that the daughter who helps James supports himself.	A
B:Joe knows that Mike's mother tells herself the truth.	A:Joe knows that Mike's mother tells himself the truth.	B
B:Sarah knows that Helen's son tells himself the truth.	A:Sarah knows that Helen's son tells herself the truth.	B
A:Sarah knows that the male professor who tells Sarah the story introduces himself to others.	B:Sarah knows that the male professor who tells Sarah the story introduces herself to others.	A
B:Joe knows that the female professor who tells Joe the news introduces herself to others.	A:Joe knows that the female professor who tells Joe the news introduces himself to others.	B
A:James writes that Nick's sister sees herself appear on screen.	B:James writes that Nick's sister sees himself appear on screen.	A
A:Maria writes that Mary's husband sees himself appear on screen.	B:Maria writes that Mary's husband sees herself appear on screen.	A
A:Maria writes that the male professor who sees Maria talks to himself.	B:Maria writes that the male professor who sees Maria talks to herself.	A
B:James writes that the female player who sees James talks to herself.	A:James writes that the female player who sees James talks to himself.	B
B:Bill thinks that Mike's wife enjoys herself in the park.	A:Bill thinks that Mike's wife enjoys himself in the park.	B
B:Maria thinks that Ruth's son enjoys himself in the park.	A:Maria thinks that Ruth's son enjoys herself in the park.	B
B:Maria thinks that the male professor who likes Maria defends himself.	A:Maria thinks that the male professor who likes Maria defends herself.	B
A:Bill thinks that the female professor who likes Bill defends herself.	B:Bill thinks that the female professor who likes Bill defends himself.	A
B:Ryan reports that Nick's mother supports herself.	A:Ryan reports that Nick's mother supports himself.	B
A:Alice reports that Elizabeth's brother supports himself.	B:Alice reports that Elizabeth's brother supports herself.	A
A:Alice reports that the brother who calls Alice attacks himself.	B:Alice reports that the brother who calls Alice attacks herself.	A
B:Ryan reports that the wife who calls Ryan attacks herself.	A:Ryan reports that the wife who calls Ryan attacks himself.	B
B:Tim shows that Anthony's wife watches herself in the video.	A:Tim shows that Anthony's wife watches himself in the video.	B
A:Helen shows that Ann's father watches himself in the video.	B:Helen shows that Ann's father watches herself in the video.	A
A:Helen shows that the father who watches Helen hides himself from the enemy.	B:Helen shows that the father who watches Helen hides herself from the enemy.	A
A:Tim shows that the princess who watches Tim hides herself from the enemy.	B:Tim shows that the princess who watches Tim hides himself from the enemy.	A
A:Tim knows that Ben's daughter hits herself.	B:Tim knows that Ben's daughter hits himself.	A
A:Maria knows that Mary's father hits himself.	B:Maria knows that Mary's father hits herself.	A
B:Maria knows that the male professor who hits Maria tells himself the truth.	A:Maria knows that the male professor who hits Maria tells herself the truth.	B
A:Tim knows that the female professor who hits Tim tells herself the truth.	B:Tim knows that the female professor who hits Tim tells himself the truth.	A
B:Larry learns that Tim's mother introduces herself to others.	A:Larry learns that Tim's mother introduces himself to others.	B
A:The female doctor learns that Kelly's son introduces himself to others.	B:The female doctor learns that Kelly's son introduces herself to others.	A
A:The female doctor learns that the male professor who meets the female doctor respects himself.	B:The female doctor learns that the male professor who meets the female doctor respects herself.	A
A:Larry learns that the lady who meets Larry respects herself.	B:Larry learns that the lady who meets Larry respects himself.	A
B:Ben claims that Charlie's sister loves herself.	A:Ben claims that Charlie's sister loves himself.	B
B:The female president claims that Alice's brother loves himself.	A:The female president claims that Alice's brother loves herself.	B
B:Emma claims that the husband who loves Emma enjoys himself in the park.	A:Emma claims that the husband who loves Emma enjoys herself in the park.	B
B:Alexander hears that Mike's wife respects herself.	A:Alexander hears that Mike's wife respects himself.	B
A:The wife hears that Mary's brother respects himself.	B:The wife hears that Mary's brother respects herself.	A
A:The male professor believes that Nick's wife loves herself.	B:The male professor believes that Nick's wife loves himself.	A
A:Sarah believes that Jane's husband loves himself.	B:Sarah believes that Jane's husband loves herself.	A
A:Sarah believes that the father who loves Sarah supports himself.	B:Sarah believes that the father who loves Sarah supports herself.	A
A:The female professor believes that the husband who loves the female professor supports himself.	B:The female professor believes that the husband who loves the female professor supports herself.	A
A:Brian hears that Tony's mother supports herself.	B:Brian hears that Tony's mother supports himself.	A
A:Helen hears that Mary's uncle supports himself.	B:Helen hears that Mary's uncle supports herself.	A
A:Brian hears that the female player who helps Brian tells herself the truth.	B:Brian hears that the female player who helps Brian tells himself the truth.	A
B:Tony understands that Oliver's daughter asks herself a question.	A:Tony understands that Oliver's daughter asks himself a question.	B
A:The daughter understands that Anna's son asks himself a question.	B:The daughter understands that Anna's son asks herself a question.	A
B:The daughter understands that the king who asks the daughter saves himself.	A:The daughter understands that the king who asks the daughter saves herself.	B
B:Tony understands that the female player who asks Tony saves herself.	A:Tony understands that the female player who asks Tony saves himself.	B
B:Fred learns that James's wife introduces herself to others.	A:Fred learns that James's wife introduces himself to others.	B
B:The female president learns that Alice's brother introduces himself to others.	A:The female president learns that Alice's brother introduces herself to others.	B
A:The female president learns that the male player who meets the female president defends himself.	B:The female president learns that the male player who meets the female president defends herself.	A
A:Fred learns that the woman who meets Fred defends herself.	B:Fred learns that the woman who meets Fred defends himself.	A
B:Bill reports that William's wife enjoys herself in the park.	A:Bill reports that William's wife enjoys himself in the park.	B
B:Ann reports that Sarah's uncle enjoys himself in the park.	A:Ann reports that Sarah's uncle enjoys herself in the park.	B
B:Ann reports that the male president who likes Ann trusts himself.	A:Ann reports that the male president who likes Ann trusts herself.	B
A:Bill reports that the female doctor who likes Bill trusts herself.	B:Bill reports that the female doctor who likes Bill trusts himself.	A
A:Peter feels that Oliver's sister enjoys herself in the park.	B:Peter feels that Oliver's sister enjoys himself in the park.	A
B:Maria feels that Anna's husband enjoys himself in the park.	A:Maria feels that Anna's husband enjoys herself in the park.	B
B:Maria feels that the brother who likes Maria enjoys himself in the park.	A:Maria feels that the brother who likes Maria enjoys herself in the park.	B
A:Peter feels that the lady who likes Peter enjoys herself in the park.	B:Peter feels that the lady who likes Peter enjoys himself in the park.	A
B:Oliver explains that Martin's wife introduces herself to others.	A:Oliver explains that Martin's wife introduces himself to others.	B
A:The female professor explains that Jane's son introduces himself to others.	B:The female professor explains that Jane's son introduces herself to others.	A
B:The female professor explains that the king who visits the female professor supports himself.	A:The female professor explains that the king who visits the female professor supports herself.	B
B:Oliver explains that the female player who visits Oliver supports herself.	A:Oliver explains that the female player who visits Oliver supports himself.	B
A:The man hears that Thomas's daughter hides herself from the enemy.	B:The man hears that Thomas's daughter hides himself from the enemy.	A
A:Catherine hears that Maria's father hides himself from the enemy.	B:Catherine hears that Maria's father hides herself from the enemy.	A
A:Catherine hears that the boy who invites Catherine introduces himself to others.	B:Catherine hears that the boy who invites Catherine introduces herself to others.	A
A:The man hears that the woman who invites the man introduces herself to others.	B:The man hears that the woman who invites the man introduces himself to others.	A
A:Oliver understands that Tim's mother hits herself.	B:Oliver understands that Tim's mother hits himself.	A
B:The mother understands that Maria's father hits himself.	A:The mother understands that Maria's father hits herself.	B
A:The mother understands that the brother who hits the mother supports himself.	B:The mother understands that the brother who hits the mother supports herself.	A
A:Oliver understands that the female player who hits Oliver supports herself.	B:Oliver understands that the female player who hits Oliver supports himself.	A
B:Peter writes that Martin's mother protects herself.	A:Peter writes that Martin's mother protects himself.	B
B:Ruth writes that Helen's father protects himself.	A:Ruth writes that Helen's father protects herself.	B
A:Ruth writes that the man who joins Ruth saves himself.	B:Ruth writes that the man who joins Ruth saves herself.	A
A:Peter writes that the female doctor who joins Peter saves herself.	B:Peter writes that the female doctor who joins Peter saves himself.	A
B:The male doctor reports that Harry's wife defends herself.	A:The male doctor reports that Harry's wife defends himself.	B
B:The mother reports that Victoria's husband defends himself.	A:The mother reports that Victoria's husband defends herself.	B
B:The mother reports that the boy who follows the mother supports himself.	A:The mother reports that the boy who follows the mother supports herself.	B
B:Joe shows that Alexander's mother asks herself a question.	A:Joe shows that Alexander's mother asks himself a question.	B
B:The mother shows that Sarah's husband asks himself a question.	A:The mother shows that Sarah's husband asks herself a question.	B
B:Joe shows that the mother who asks Joe introduces herself to others.	A:Joe shows that the mother who asks Joe introduces himself to others.	B
B:Charles explains that Ryan's daughter watches herself in the video.	A:Charles explains that Ryan's daughter watches himself in the video.	B
B:Elizabeth explains that Catherine's son watches himself in the video.	A:Elizabeth explains that Catherine's son watches herself in the video.	B
B:Elizabeth explains that the boy who watches Elizabeth supports himself.	A:Elizabeth explains that the boy who watches Elizabeth supports herself.	B
A:Charles explains that the wife who watches Charles supports herself.	B:Charles explains that the wife who watches Charles supports himself.	A
B:The male player explains that Oliver's sister teaches herself.	A:The male player explains that Oliver's sister teaches himself.	B
A:The princess explains that Elizabeth's son teaches himself.	B:The princess explains that Elizabeth's son teaches herself.	A
A:The princess explains that the male doctor who teaches the princess protects himself.	B:The princess explains that the male doctor who teaches the princess protects herself.	A
A:The male player explains that the mother who teaches the male player protects herself.	B:The male player explains that the mother who teaches the male player protects himself.	A
A:Thomas feels that Harry's wife introduces herself to others.	B:Thomas feels that Harry's wife introduces himself to others.	A
B:Mary feels that Ruth's father introduces himself to others.	A:Mary feels that Ruth's father introduces herself to others.	B
B:Mary feels that the male player who meets Mary protects himself.	A:Mary feels that the male player who meets Mary protects herself.	B
B:Thomas feels that the wife who meets Thomas protects herself.	A:Thomas feels that the wife who meets Thomas protects himself.	B
B:Steve explains that Tim's wife introduces herself to others.	A:Steve explains that Tim's wife introduces himself to others.	B
A:The lady explains that Sarah's brother introduces himself to others.	B:The lady explains that Sarah's brother introduces herself to others.	A
A:The lady explains that the male doctor who visits the lady attacks himself.	B:The lady explains that the male doctor who visits the lady attacks herself.	A
B:Steve explains that the princess who visits Steve attacks herself.	A:Steve explains that the princess who visits Steve attacks himself.	B
B:Jeff shows that William's wife saves herself.	A:Jeff shows that William's wife saves himself.	B
A:The girl shows that Victoria's husband saves himself.	B:The girl shows that Victoria's husband saves herself.	A
A:The girl shows that the brother who saves the girl defends himself.	B:The girl shows that the brother who saves the girl defends herself.	A
B:Jeff shows that the female player who saves Jeff defends herself.	A:Jeff shows that the female player who saves Jeff defends himself.	B
A:Fred knows that Charles's wife defends herself.	B:Fred knows that Charles's wife defends himself.	A
B:The daughter knows that Ruth's brother defends himself.	A:The daughter knows that Ruth's brother defends herself.	B
B:Fred knows that the daughter who follows Fred respects herself.	A:Fred knows that the daughter who follows Fred respects himself.	B
A:The male doctor shows that Oliver's daughter hides herself from the enemy.	B:The male doctor shows that Oliver's daughter hides himself from the enemy.	A
A:Elizabeth shows that Helen's brother hides himself from the enemy.	B:Elizabeth shows that Helen's brother hides herself from the enemy.	A
A:Elizabeth shows that the prince who invites Elizabeth defends himself.	B:Elizabeth shows that the prince who invites Elizabeth defends herself.	A
A:The male doctor shows that the lady who invites the male doctor defends herself.	B:The male doctor shows that the lady who invites the male doctor defends himself.	A
A:The prince explains that William's sister attacks herself.	B:The prince explains that William's sister attacks himself.	A
A:The lady explains that Ann's father attacks himself.	B:The lady explains that Ann's father attacks herself.	A
A:The lady explains that the prince who attacks the lady sees himself appear on screen.	B:The lady explains that the prince who attacks the lady sees herself appear on screen.	A
B:The prince explains that the girl who attacks the prince sees herself appear on screen.	A:The prince explains that the girl who attacks the prince sees himself appear on screen.	B
A:The brother learns that Larry's wife saves herself.	B:The brother learns that Larry's wife saves himself.	A
A:The wife learns that Anna's father saves himself.	B:The wife learns that Anna's father saves herself.	A
A:The wife learns that the prince who saves the wife introduces himself to others.	B:The wife learns that the prince who saves the wife introduces herself to others.	A
B:The brother learns that the wife who saves the brother introduces herself to others.	A:The brother learns that the wife who saves the brother introduces himself to others.	B
A:The brother learns that Dennis's wife protects herself.	B:The brother learns that Dennis's wife protects himself.	A
B:The daughter learns that Ruth's father protects himself.	A:The daughter learns that Ruth's father protects herself.	B
B:The daughter learns that the king who joins the daughter helps himself.	A:The daughter learns that the king who joins the daughter helps herself.	B
B:The brother learns that the princess who joins the brother helps herself.	A:The brother learns that the princess who joins the brother helps himself.	B
A:Louis sees that Roger's daughter attacks herself.	B:Louis sees that Roger's daughter attacks himself.	A
B:The wife sees that Jane's brother attacks himself.	A:The wife sees that Jane's brother attacks herself.	B
A:Louis sees that the girl who attacks Louis supports herself.	B:Louis sees that the girl who attacks Louis supports himself.	A
B:Roger sees that Jeff's daughter teaches herself.	A:Roger sees that Jeff's daughter teaches himself.	B
B:Mary sees that Maria's brother teaches himself.	A:Mary sees that Maria's brother teaches herself.	B
A:Mary sees that the father who teaches Mary attacks himself.	B:Mary sees that the father who teaches Mary attacks herself.	A
A:Roger sees that the female professor who teaches Roger attacks herself.	B:Roger sees that the female professor who teaches Roger attacks himself.	A
B:Tony learns that Anthony's wife enjoys herself in the park.	A:Tony learns that Anthony's wife enjoys himself in the park.	B
A:The woman learns that Anna's uncle enjoys himself in the park.	B:The woman learns that Anna's uncle enjoys herself in the park.	A
B:Tony learns that the female player who likes Tony trains herself.	A:Tony learns that the female player who likes Tony trains himself.	B
B:Fred knows that Steve's daughter supports herself.	A:Fred knows that Steve's daughter supports himself.	B
A:Sarah knows that Mary's father supports himself.	B:Sarah knows that Mary's father supports herself.	A
B:Sarah knows that the boy who helps Sarah talks to himself.	A:Sarah knows that the boy who helps Sarah talks to herself.	B
B:Fred knows that the female president who helps Fred talks to herself.	A:Fred knows that the female president who helps Fred talks to himself.	B
B:Dennis understands that Oliver's sister enjoys herself in the park.	A:Dennis understands that Oliver's sister enjoys himself in the park.	B
B:Ruth understands that Ruth's brother enjoys himself in the park.	A:Ruth understands that Ruth's brother enjoys herself in the park.	B
A:Ruth understands that the male doctor who likes Ruth trusts himself.	B:Ruth understands that the male doctor who likes Ruth trusts herself.	A
A:Dennis understands that the princess who likes Dennis trusts herself.	B:Dennis understands that the princess who likes Dennis trusts himself.	A
B:The man writes that Bruce's mother beats herself.	A:The man writes that Bruce's mother beats himself.	B
B:The princess writes that Catherine's father beats himself.	A:The princess writes that Catherine's father beats herself.	B
A:The princess writes that the male professor who beats the princess asks himself a question.	B:The princess writes that the male professor who beats the princess asks herself a question.	A
A:The man writes that the wife who beats the man asks herself a question.	B:The man writes that the wife who beats the man asks himself a question.	A
B:The male player sees that Fred's sister defends herself.	A:The male player sees that Fred's sister defends himself.	B
A:The daughter sees that Victoria's brother defends himself.	B:The daughter sees that Victoria's brother defends herself.	A
A:The daughter sees that the prince who follows the daughter sees himself appear on screen.	B:The daughter sees that the prince who follows the daughter sees herself appear on screen.	A
B:Tony says that Jeff's daughter enjoys herself in the park.	A:Tony says that Jeff's daughter enjoys himself in the park.	B
B:The mother says that Ruth's husband enjoys himself in the park.	A:The mother says that Ruth's husband enjoys herself in the park.	B
B:Tony says that the female doctor who likes Tony beats herself.	A:Tony says that the female doctor who likes Tony beats himself.	B
A:James writes that Louis's daughter defends herself.	B:James writes that Louis's daughter defends himself.	A
A:The girl writes that Mary's husband defends himself.	B:The girl writes that Mary's husband defends herself.	A
B:The girl writes that the male president who leads the girl respects himself.	A:The girl writes that the male president who leads the girl respects herself.	B
B:James writes that the wife who leads James respects herself.	A:James writes that the wife who leads James respects himself.	B
A:Anthony reports that Tony's sister trains herself.	B:Anthony reports that Tony's sister trains himself.	A
A:Mary reports that Ann's father trains himself.	B:Mary reports that Ann's father trains herself.	A
B:Mary reports that the male player who trains Mary hides himself from the enemy.	A:Mary reports that the male player who trains Mary hides herself from the enemy.	B
B:Anthony reports that the daughter who trains Anthony hides herself from the enemy.	A:Anthony reports that the daughter who trains Anthony hides himself from the enemy.	B
B:Ryan reports that Nick's sister protects herself.	A:Ryan reports that Nick's sister protects himself.	B
B:The female player reports that Catherine's uncle protects himself.	A:The female player reports that Catherine's uncle protects herself.	B
B:The female player reports that the father who joins the female player defends himself.	A:The female player reports that the father who joins the female player defends herself.	B
B:Ryan reports that the princess who joins Ryan defends herself.	A:Ryan reports that the princess who joins Ryan defends himself.	B
A:Tony knows that Tim's mother helps herself.	B:Tony knows that Tim's mother helps himself.	A
B:Elizabeth knows that Elizabeth's brother helps himself.	A:Elizabeth knows that Elizabeth's brother helps herself.	B
B:Elizabeth knows that the king who helps Elizabeth talks to himself.	A:Elizabeth knows that the king who helps Elizabeth talks to herself.	B
B:Tony knows that the female doctor who helps Tony talks to herself.	A:Tony knows that the female doctor who helps Tony talks to himself.	B
B:Joe writes that Harry's mother supports herself.	A:Joe writes that Harry's mother supports himself.	B
A:The female president writes that Kelly's husband supports himself.	B:The female president writes that Kelly's husband supports herself.	A
B:Joe writes that the female doctor who helps Joe sees herself appear on screen.	A:Joe writes that the female doctor who helps Joe sees himself appear on screen.	B
A:The man explains that Joe's mother hides herself from the enemy.	B:The man explains that Joe's mother hides himself from the enemy.	A
A:The daughter explains that Sarah's brother hides himself from the enemy.	B:The daughter explains that Sarah's brother hides herself from the enemy.	A
B:The man explains that the daughter who invites the man helps herself.	A:The man explains that the daughter who invites the man helps himself.	B
B:Bill understands that Fred's daughter beats herself.	A:Bill understands that Fred's daughter beats himself.	B
A:The girl understands that Catherine's uncle beats himself.	B:The girl understands that Catherine's uncle beats herself.	A
A:The girl understands that the male professor who beats the girl saves himself.	B:The girl understands that the male professor who beats the girl saves herself.	A
A:Bill understands that the woman who beats Bill saves herself.	B:Bill understands that the woman who beats Bill saves himself.	A
A:The man reports that Fred's sister respects herself.	B:The man reports that Fred's sister respects himself.	A
B:The woman reports that Catherine's father respects himself.	A:The woman reports that Catherine's father respects herself.	B
B:The woman reports that the prince who finds the woman supports himself.	A:The woman reports that the prince who finds the woman supports herself.	B
